name1,name2,street1,street2,city,state,zip,phone,intake1,intake2,intake1a,intake2a,service_code_info,latitude,longitude,GEOID,STATE,COUNTY,TRACT,BLOCK
Better Decisions Counseling Services,,10366 Rockingham Drive,,Sacramento,CA,95827,916-368-0700,,,,,SA MH SUMH * OP * OMH * ANTPYCH * PVTN * MHC * ITU SF * SS * TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI PTSD SED SMI * HS * SMPD * CHLD YAD ADLT SNR * VAPN * COOT CM ES,38.5662,-121.3286,060670090042007,06,067,009004,2007
Childrens Receiving Home of Sacramento,,3555 Auburn Boulevard,,Sacramento,CA,95821,916-482-2370,,,,,MH * PHDT RES * MSMH * AT CFT DBT GT IPT TELE * PVTN * CLF PI SF SI SWFS * TAY GL TRMA PTSD SED * SMON * CHLD YAD * SP * VAPN * FPSY PRS CM SPS ES,38.6239,-121.3837,060670061013000,06,067,006101,3000
Comprehensive Psychiatric Services,,333 University Avenue,Suite 200,Sacramento,CA,95825,707-864-6860 x2,833-277-0071,,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT CFT IDD IPT KIT TMS TELE * PVTP * MC MI PI SF VAF * SS * STU * SMPD * CHLD YAD ADLT SNR * SP * VAPP * CDM COOT FPSY IMR IPC,38.5892,-121.4057,060670055062003,06,067,005506,2003
Crisis Residential Program,Henreitta,7415 Henrietta Drive,,Sacramento,CA,95822,916-520-7399,,,,,SA MH SUMH * RES * RTCA * CHLOR HALOP LOXAP ARIPI CLOZA OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * PVTN * MD * CO PTSD * STDT TBS LABT * PEER * SMPD * YAD ADLT SNR * SP FX * F36 * VPPD * FPSY PRS VRS CM IPC SPS,38.5091,-121.4935,060670038001003,06,067,003800,1003
Heritage Oaks Hospital,,4250 Auburn Boulevard,,Sacramento,CA,95841,916-489-3336,916-830-2223,,,,SA MH SUMH * HI OP PHDT * PSY * CHLOR FLUPH HALOP LOXAP PERPH PROCH TRIFL ARIPI BREXP CARIP CLOZA ILOPE OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CFT GT IDD TELE * CIT PEON PEOFF WI * PVTP * CLF ITU MC MD MI OSF PI SEF SF SI SMHA VAF * VET CO SMI * STU * TCC * SMON * YAD ADLT SNR * AH * VAPN * FPSY LAD CM SPS ES,38.6627,-121.3406,060670075014007,06,067,007501,4007
Kaiser Permanente Medical Center,Adult Psychiatry and IOP,8247 East Stockton Boulevard,,Sacramento,CA,95823,916-525-6100,,,,,MH SUMH * OP * OMH * CHLOR FLUPH HALOP PERPH ARIPI CLOZA OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT GT IPT TELE * PVTN * MC MD PI SF SI * TAY SE GL CO DV TRMA ALZ PTSD SMI * STU * MST LABT * TCC * SMON * YAD ADLT SNR * AH SP * VAPN * CDM FPSY CM IPC SPS,38.4797,-121.4438,060670049103002,06,067,004910,3002
Kaiser South Sacramento,Adult and Child Psychiatry,7300 Wyndham Drive,,Sacramento,CA,95823,916-525-6100,,,,,MH SUMH * OP * OMH * CHLOR FLUPH HALOP PERPH ARIPI CLOZA OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT DBT ECT GT IPT KIT TMS TELE * CIT * PVTN * MC MD PI SF SI * TAY SE GL CO DV TRMA ALZ PTSD SED SMI * STU * MST LABT * TCC * SMON * CHLD YAD ADLT SNR * AH SP * VAPN * CDM FPSY IPC SPS,38.4797,-121.4438,060670049103002,06,067,004910,3002
Mountain Valley Child and Family Servs,,9200 Sweet Acacia Way,,Sacramento,CA,95829,916-362-8292,530-966-8831,530-265-9057 x226,,,MH SUMH * OP RES * RTCC * CHLOR ARIPI ANTPYCH * AT CBT CFT DBT EMDR GT IPT TELE AIM * CIT PEON * PVTN * MC MD MI PI SCJJ SEF SF SMHA SWFS * TAY GL TRMA PED PTSD SED * TBS MST LABT * HS PEER * SMON * CHLD YAD * SP * VAPN * COOT DEC FPSY ICM LAD PRS SEMP VRS CM SPS ES,38.4689,-121.344,060670093113010,06,067,009311,3010
Mountain Valley Child and Family Servs,,7818 Bar Du Lane,,Sacramento,CA,95829,916-362-8292,530-966-8831,530-265-9057 x226,,,MH SUMH * OP RES * RTCC * ARIPI CARIP ANTPYCH * AT CBT CFT DBT EMDR GT IPT TELE AIM * CIT PEON * PVTN * MC MD MI PI SCJJ SEF SF SMHA SWFS * TAY GL TRMA PED PTSD SED * TBS MST LABT * HS PEER * SMON * CHLD YAD * SP * VAPN * COOT DEC FPSY ICM LAD PRS SEMP VRS CM SPS ES,38.4689,-121.344,060670093113010,06,067,009311,3010
Mountain Valley Child and Family Servs,,6171 Bradshaw Road,,Sacramento,CA,95829,916-362-8292,530-966-8831,530-265-9057 x226,,,MH SUMH * OP RES * RTCC * ANTPYCH * AT CBT CFT DBT EMDR GT IPT TELE AIM * CIT PEON * PVTN * MC MD MI PI SCJJ SEF SF SMHA SWFS * TAY GL TRMA PED PTSD SED * TBS MST LABT * HS PEER * SMON * CHLD YAD * SP * VAPN * COOT DEC FPSY ICM LAD PRS SEMP VRS CM SPS ES,38.4689,-121.344,060670093113010,06,067,009311,3010
Newport Academy,,1740 Creekside Oaks Drive,,Sacramento,CA,95833,877-820-6371,,,,,SA MH SUMH * OP PHDT RES * RTCC * AT CBT CFT DBT EMDR GT IPT TELE * PVTP * PI SF * GL CO PED SED * SMON * CHLD * VAPN * FPSY CM IPC ES,38.6157,-121.5053,060670070112009,06,067,007011,2009
North Area Community MH Ctr,HeartLand Child and Family Services,811 Grand Avenue,Suite D,Sacramento,CA,95838,916-922-9868,,,,,MH * OP * CMHC * AT CBT CFT DBT GT IPT * PVTN * FQHC * CLF MC MD SI SMHA SWFS * TAY TRMA PTSD SED * HS PEER * SMON * CHLD YAD * AH SP FX * F37 F92 * VAPN * COOT FPSY ICM PRS CM SPS,38.6406,-121.444,060670065013011,06,067,006501,3011
Pacific Clinics,,7248 South Land Park Drive,Suite 103,Sacramento,CA,95831,916-921-0828,,,,,SA MH SUMH * OP * OMH * ARIPI OLANZ OLANZF QUETI RISPE ANTPYCH * AT CBT CFT GT IPT TELE * CIT * PVTN * CLF MD OSF SCJJ SI SMHA SWFS * TAY GL TRMA SED SMI * PEER * SMPD * CHLD YAD * AH SP * VPPD * COOT FPSY ICM PRS CM SPS,38.4962,-121.5297,060670040182004,06,067,004018,2004
Pacific Clinics,,9343 Tech Center Drive,Suite 200,Sacramento,CA,95826,916-388-6400,,,,,SA MH SUMH * OP * OMH * ARIPI OLANZ OLANZF QUETI RISPE ANTPYCH * AT CBT CFT GT IPT TELE * CIT * PVTN * CLF MD OSF SCJJ SI SMHA SWFS * TAY GL TRMA SED SMI * PEER * SMPD * CHLD YAD * AH SP * VPPD * COOT FPSY ICM PRS CM SPS,38.5539,-121.3693,060670091092005,06,067,009109,2005
Pacific Clinics,,3840 Rosin Court,Suite 100,Sacramento,CA,95834,916-921-0828,,,,,SA MH SUMH * OP * OMH * ARIPI OLANZ OLANZF QUETI RISPE ANTPYCH * AT CBT CFT GT IPT TELE * CIT * PVTN * CLF MD OSF SCJJ SI SMHA SWFS * TAY GL TRMA SED SMI * PEER * SMPD * CHLD YAD * AH SP * VPPD * COOT FPSY ICM PRS CM SPS,38.6383,-121.5072,060670070281009,06,067,007028,1009
Pathways to Success After Homelessness,Turning Point Community Programs,3810 Rosin Court,Suite 180,Sacramento,CA,95834,916-283-8280 x3030,916-283-8280,,,,SA MH SUMH * OP * OMH * ANTPYCH * AT CBT CFT DBT GT IPT TELE * CIT PEON PEOFF WI * PVTN * CLF CMHG MC MD SMHA * SS * TAY SE GL CJ CO TRMA PTSD SED SMI * STU * HS PEER * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT DEC FPSY ICM IMR PRS SH VRS CM SPS,38.6383,-121.5072,060670070281009,06,067,007028,1009
Peach Tree Health,North Sacramento,3810 Rosin Court,Suite 100,Sacramento,CA,95834,530-749-3242,,,,,SA MH * OP * OMH * NRT NSC * CBT DBT GT IDD IPT TELE AIM * PVTN * FQHC * MD MI PI SF SI * PA SS * TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI ALZ PED PEFP PTSD * STU * HIVT STDT TBS MST HBT HCT LABT * HS * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * CDM DEC FPSY CM IPC SPS ES,38.6383,-121.5072,060670070281009,06,067,007028,1009
River Oak Center for Children,,5445 Laurel Hills Drive,,Sacramento,CA,95841,916-609-5100,,,,,MH SUMH * OP * OMH * CBT CFT DBT GT IDD IPT TELE * PVTN * CLF MD SCJJ SI SMHA SWFS * TAY GL CO TRMA PTSD SED SMI * STU * PEER * SMPD * CHLD YAD * AH SP FX * F17 F36 F37 F70 F81 * VPPD * FPSY PRS CM SPS,38.6627,-121.3406,060670075014007,06,067,007501,4007
Sacramento Childrens Home,,2750 Sutterville Road,,Sacramento,CA,95820,916-452-3981,,,,,MH SUMH * OP RES * MSMH * ANTPYCH * AT CBT CFT GT IPT TELE * CIT PEOFF * PVTN * CLF MD OSF SMHA * TAY GL TRMA PTSD SED * STU * HS PEER * SMON * CHLD YAD * AH SP * VAPN * FPSY ICM PRS CM SPS ES,38.5347,-121.4451,060670030023026,06,067,003002,3026
Sierra Health and Wellness,Recovery Happens Counseling Services,9983 Folsom Boulevard,,Sacramento,CA,95827,916-777-0696,866-303-6275,,,,SA MH SUMH * OP * OMH * CBT DBT GT IDD IPT TELE * PVTP * MI PI SF * STU * SMPD * CHLD YAD ADLT SNR * VPPD * SPS,38.5662,-121.3286,060670090042007,06,067,009004,2007
Sierra Health and Wellness Centers,New Start Recovery Solutions,10396 Spiva Road,,Sacramento,CA,95829,530-854-4119,866-303-6275,,,,SA MH SUMH * RES * RTCA * CHLOR HALOP ARIPI OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT DBT GT IDD IPT TELE * PVTP * MI PI SF * TAY SE VET CO TRMA TBI PTSD SMI * STU * HIVT STDT TBS MST HCT LABT * PEER * TCC * SMPD * YAD ADLT SNR * VPPD * DEC FPSY PRS CM SPS ES,38.4689,-121.344,060670093113010,06,067,009311,3010
Sierra Vista Hospital,,8001 Bruceville Road,,Sacramento,CA,95823,916-288-0300,916-288-0316,,,,SA MH SUMH * HI OP PHDT * PSY * CHLOR FLUPH HALOP PROCH ARIPI CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT DBT GT IDD IPT TELE * CIT WI * PVTP * CLF MC MD PI SF VAF * CO * STU * MST LABT * HS * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * DEC FPSY IMR LAD PRS CM IPC SPS ES,38.4797,-121.4438,060670049103002,06,067,004910,3002
Stanford Sierra Youth and Families,Stanford Youth Solutions,8912 Volunteer Lane,,Sacramento,CA,95826,916-344-0199,,,,,SA MH SUMH * OP * CMHC * ANTPYCH * CBT CFT GT IDD IPT TELE * CIT * PVTN * MC SCJJ * TAY GL CO TRMA PED PTSD SED SMI * PEER * SMPD * CHLD YAD * AH SP * VPPD * FPSY PRS CM SPS,38.5539,-121.3693,060670091092005,06,067,009109,2005
Turning Point ,Integrated Services Agency,6950 65th Street,,Sacramento,CA,95823,916-393-1222 x2650,916-393-1222,,,,MH SUMH * OP * OMH * HALOP ARIPI CLOZA OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT GT IPT TELE * CIT PEON PEOFF * PVTN * CLF MC SI SMHA VAF * PA * TAY SE CO TRMA PTSD SMI * PEER * SMPD * YAD ADLT SNR * SP * VPPD * ACT FPSY ICM PRS SH VRS CM IPC,38.4797,-121.4438,060670049103002,06,067,004910,3002
Turning Point Community Programs,Core Rosin,3810 Rosin Court,Suite 170,Sacramento,CA,95834,916-567-4222,916-875-1055,,,,MH SUMH * OP * OMH * HALOP ARIPI CLOZA OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * CIT * PVTN * MC MD SI * SE GL CO HV TRMA PTSD SMI * STU * HS PEER * SMPD * YAD ADLT SNR * AH SP FX * F4 F17 F25 F37 * VPPD * ICM PRS CM SPS,38.6383,-121.5072,060670070281009,06,067,007028,1009
Watt Avenue MH Center,HeartLand Child and Family Services,2829 Watt Avenue,Suite 200,Sacramento,CA,95821,916-418-0828,,,,,MH * OP * CMHC * AT CBT CFT DBT GT IPT * PVTN * FQHC * CLF MC MD SI SMHA SWFS * TAY TRMA PTSD SED * PEER * SMON * CHLD YAD * AH SP FX * F4 F25 F70 F92 * VAPN * COOT FPSY ICM PRS CM SPS,38.6239,-121.3837,060670061013000,06,067,006101,3000
Felton Institute,reMIND Monterey,30 East San Joaquin Street,Suite 102,Salinas,CA,93901,831-424-5033,,,,,MH SUMH * OP * CMHC * HALOP PERPH ARIPI CLOZA OLANZ PALIP QUETI RISPE ANTPYCH * AT CBT CFT DBT GT IPT TELE * CIT * PVTN * CMHG MC MD OSF SI SMHA * PEFP * STU * HS PEER * SMON * CHLD YAD ADLT * SP * VAPN * FPSY ICM PRS SEMP VRS CM SPS,36.6677,-121.6596,060530014002001,06,053,001400,2001
Interim Inc,,339 Pajaro Street,,Salinas,CA,93901,831-216-1085,,,,,SA MH SUMH * RES * RTCA * ANTPYCH * AT CBT DBT GT IDD IPT TELE * PEON * PVTN * MC MD PI SF * SMI * STU * TBS MST * TCC * SMPD * YAD ADLT SNR * SP * VAPN * COOT DEC ICM PRS SEMP CM SPS ES,36.6677,-121.6596,060530014002001,06,053,001400,2001
Monterey County Behavioral Health,Adult,1441 Constitution Boulevard,"Building 400, Suite 202",Salinas,CA,93906,888-258-6029,,,,,MH SUMH * OP * OMH * CBT CFT DBT GT IPT TELE * CIT PEOFF WI * LCCG * CLF CMHG MC MD OSF PI SI SMHA * PA SS * TAY SE CJ CO SMI * PEER * TCC * SMON * YAD ADLT SNR * AH SP FX * F30 F47 F81 * VAPN * ACT COOT FPSY ICM IMR PRS CM IPC SPS,36.7103,-121.6438,060530001052005,06,053,000105,2005
Behavioral Health Services,Calaveras Hlth/Human Servs Agency,891 Mountain Ranch Road,Department 127,San Andreas,CA,95249,209-754-6525,,,,,SA MH SUMH * OP * OMH * HALOP ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * LCCG * CMHG MC MD MI PI SCJJ SF SI SMHA SWFS VAF * TAY SE GL VET ADM CJ CO HV TRMA PTSD SED SMI * MST * PEER * SMPD * CHLD YAD ADLT SNR * AH SP * VPPD * COOT FPSY ICM PRS SEMP SH VRS CM SPS ES,38.1904,-120.6441,060090003021017,06,009,000302,1017
Valley Star,Community Services,1585 South D Street,Suite 101,San Bernardino,CA,92408,909-388-2222,,,,,MH SUMH * OP * OMH * ARIPI LURAS OLANZ QUETI RISPE ANTPYCH * CBT CFT GT IPT TELE * PVTP * FQHC * CLF MC MD SMHA SWFS * PA * TAY SE GL CO TRMA PTSD SED SMI * STU * SMON * CHLD YAD ADLT * AH SP * VAPN * COOT CM SPS,34.0831,-117.2711,060710072022005,06,071,007202,2005
Valley Star,Crisis Residential Treatment,780 East Gilbert Street,Building H,San Bernardino,CA,92415,909-763-4760,,,,,MH SUMH * RES * RTCA * CHLOR HALOP LOXAP THIOT ARIPI ASENA CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT GT IDD IPT * PVTP * FQHC * CLF MD OSF SI SMHA * PA * TAY SE GL PTSD * HS * SMPD * YAD * SP * VPPD * FPSY ICM LAD PRS SEMP SH VRS CM,34.1083,-117.2898,060710057011008,06,071,005701,1008
Valley Star,Crisis Residential Treatment Casa Pase,720 East Gilbert Street,,San Bernardino,CA,92415,909-332-6000,,,,,MH SUMH * RES * RTCA * CHLOR HALOP LOXAP THIOT ARIPI ASENA CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT GT IDD IPT * PVTP * FQHC * CLF MD OSF SI SMHA * PA * TAY SE GL PTSD * HS * SMPD * YAD ADLT * SP * VPPD * FPSY ICM LAD PRS SEMP SH VRS CM,34.1083,-117.2898,060710057011008,06,071,005701,1008
San Bruno VA Clinic,San Francisco VA Healthcare System,1001 Sneath Lane,Suite 300,San Bruno,CA,94066,650-615-6080,,,,,MH SUMH * OP * VAHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE * FED VAMC * MI PI VAF * SE GL VET MF TRMA PTSD SMI * STU * HS PEER * TCC * SMON * YAD ADLT SNR * VAPN * CDM DEC FPSY IMR IPC SPS,37.6247,-122.429,060816038021000,06,081,603802,1000
Child Guidance Center Inc,,3551 Camino Mira Costa,Suite T,San Clemente,CA,92672,949-272-4444,949-272-4444 x450,,,,MH SUMH * OP * OMH * ANTPYCH * CBT CFT GT IDD IPT TELE AIM * CIT * PVTN * CLF CMHG CSBG MD SF SMHA * SS * TAY GL VET ADM MF CO TRMA PED PTSD SED * PEER * SMPD * CHLD YAD * AH SP FX * F25 * VPPD * FPSY ICM CM SPS,33.4361,-117.6231,060590421071001,06,059,042107,1001
Crisis Stabilization Residential,Mental Healthcare/Solstice Pacific,307 East Avenida Cordoba,Suite 443,San Clemente,CA,92672,949-200-7929,,,,,SA MH SUMH * HI RES * RTCA * HALOP ARIPI CLOZA OLANZ QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT * CIT PEON * PVTP * MI PI SF * TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI ALZ PED PEFP PTSD SMI * STU * HIVT STDT TBS LABT * PEER * TCC * SMON * YAD ADLT SNR * VAPN * CDM COOT DEC FPSY ICM PRS VRS CM SPS ES,33.4361,-117.6231,060590421071001,06,059,042107,1001
Alter Mental Health,,4850 67th Street,Suite 90,San Diego,CA,92115,949-356-7952,949-691-3241,,,,MH SUMH * RES * RTCA * HALOP ARIPI CLOZA OLANZ OLANZF PALIP QUETI RISPE ANTPYCH * AT CBT CRT CFT DBT EMDR GT IDD IPT * CIT PEON * PVTP * PI SF * TRMA PEFP PTSD SMI * HIVT STDT TBS MST LABT * HS PEER * SMPD * YAD ADLT SNR * VPPD * DEC FPSY IMR CM IPC SPS,32.7607,-117.0721,060730028043012,06,073,002804,3012
Alvarado Parkway Institute,Outpatient Services/San Diego,5538 University Avenue,,San Diego,CA,92105,619-667-6106,619-667-6121,619-667-6125,,,SA MH SUMH * OP * OMH * LOXAP RISPE ANTPYCH * CBT CFT DBT GT IPT TELE * CIT PEON * PVTP * MC MI PI SF * SE CO TRMA PTSD SMI * STU * LABT * PEER * TCC * SMPD * YAD ADLT SNR * VAPN * COOT DEC FPSY CM SPS,32.7423,-117.0947,060730026012005,06,073,002601,2005
Center for Discovery,Del Mar,4421 Carmel Valley Road,,San Diego,CA,92130,866-862-3631,,,,,SA MH * OP RES * RTCA * CBT CFT DBT GT IPT * PVTP * CLF CMHG CSBG MI OSF PI SCJJ SEF SF SI SMHA SWFS * PED * MST * HS * SMON * YAD ADLT * VAPN * DEC FPSY CM,32.9555,-117.2252,060730083303006,06,073,008330,3006
Center for Discovery,Del Mar Outpatient,11455 El Camino Real,Suite 360 ,San Diego,CA,92130,855-818-2029,,,,,MH * OP * PH * AT CBT CFT DBT GT IDD IPT * PVTP * PI SF * GL CO TRMA PED PTSD * SMPD * CHLD YAD ADLT * VPPD * DEC FPSY CM,32.9555,-117.2252,060730083303006,06,073,008330,3006
Cnty of San Diego Behav Health Servs,Southeast Center,3177 Ocean View Boulevard,,San Diego,CA,92113,619-595-4400,,,,,MH SUMH * OP * OMH * CBT DBT IPT TELE * CIT WI * LCCG * CLF MC MD SF SI * PA SS * SE GL VET CO HV TRMA TBI ALZ PED PTSD SMI * STU * MST LABT * TCC * SMPD * YAD ADLT SNR * AH SP * VPPD * FPSY IMR PRS CM SPS,32.697,-117.1153,060730035023011,06,073,003502,3011
Community Research Foundation,Maria Sardinas Wellness Recovery Ctr,1465 30th Street,Suite K,San Diego,CA,92154,619-428-1000,,,,,MH SUMH * OP * OMH * NRT ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * PEON WI * PVTN * CLF MC MD * TAY SE CO TRMA PTSD SMI * STU * HS PEER * TCC * SMPD * YAD ADLT SNR * AH SP FX * F81 * VPPD * FPSY IMR PRS SEMP VRS CM SPS,32.5753,-117.0707,060730101061001,06,073,010106,1001
Comprehensive Community Behav Health,La Maestra Family Clinic Inc,4157 Fairmount Avenue,,San Diego,CA,92105,619-285-7097,,,,,SA MH SUMH * OP * CBHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE * CIT * PVTN * FQHC * MC MD PI SCJJ SF SI * SS * TAY SE CO * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * CDM COOT DEC FPSY IMR LAD CM IPC SPS ES,32.7423,-117.0947,060730026012005,06,073,002601,2005
Comprehensive Psychiatric Services,,9095 Rio San Diego Drive,Suite 250,San Diego,CA,92108,619-272-0400 x2,833-277-0071,,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT CFT IDD IPT KIT TMS TELE * PVTP * MC MI PI SF VAF * SS * STU * SMPD * CHLD YAD ADLT SNR * SP * VAPP * CDM COOT FPSY IMR IPC,32.7783,-117.1335,060730093073004,06,073,009307,3004
Discovery Mood and Anxiety Program,San Diego,5414 Oberlin Drive,Suite 100,San Diego,CA,92124,877-514-4723,,,,,SA MH SUMH * HI OP PHDT RES * PH * ANTPYCH * AT CBT CRT CFT DBT GT IDD IPT * PVTP * PI SF * TAY GL VET ADM CO SED SMI * SMON * CHLD YAD * VAPN * DEC FPSY,32.8201,-117.0986,060730095091001,06,073,009509,1001
Douglas Young Youth and Fam Services,,- - -,,San Diego,CA,92111,858-300-8282,,,,,SA MH SUMH * OP * OMH * AT CBT CFT DBT GT IDD IPT TELE * CIT * PVTN * CLF MC MD SF SMHA * PA SS * CO TRMA SED * STU * TCC * SMPD * CHLD YAD * AH SP * VPPD * FPSY PRS CM SPS,32.7972,-117.1708,060730087011001,06,073,008701,1001
Family Wellness Center,,6386 Alvarado Court,Suite 310,San Diego,CA,92120,619-668-6200,,,,,MH SUMH * OP * OMH * AT CBT CFT DBT EMDR GT IPT TELE * PVTN * CMHG CSBG MD MI PI PCF SF * TAY GL CJ TRMA PTSD SED SMI * PEER * SMON * CHLD YAD ADLT SNR * AH SP * VAPN * AOT COOT FPSY ICM PRS CM IPC SPS,32.7958,-117.0707,060730097033006,06,073,009703,3006
Hope Family Therapy Group Inc,,5252 Balboa Avenue,Suite 408,San Diego,CA,92117,858-333-6856,,,,,SA MH SUMH * OP * OMH * AT CBT CFT DBT EMDR GT IPT TELE * PVTP * MHC * CLF MI OSF PI SF SMHA VAF * SMPD * CHLD YAD ADLT SNR * SP FX * F47 * VPPD * ACT FPSY SPS,32.8239,-117.1965,060730085045000,06,073,008504,5000
Park Mental Health Treatment of,San Diego,2859 El Cajon Boulevard,,San Diego,CA,92104,866-420-2524,,,,,SA MH * OP PHDT * PH * AT CBT CFT DBT EMDR GT IDD IPT * PVTP * PI SF * GL CO * SMPD * YAD ADLT SNR * VPPD * PRS CM,32.7454,-117.1272,060730015004010,06,073,001500,4010
San Diego Center for Children,,3002 Armstrong Street,,San Diego,CA,92111,858-277-9550,,,,,MH SUMH * OP PHDT RES * MSMH RTCC * AT CBT CFT DBT GT IDD IPT TELE * PVTN * CLF CMHG CSBG MD MI PI PCF SEF SF * GL CJ TRMA PTSD SED * STU * TBS LABT * PEER * SMON * CHLD YAD * AH SP * VAPN * COOT DEC FPSY ICM PRS CM IPC SPS ES,32.7972,-117.1708,060730087011001,06,073,008701,1001
San Diego County BHS,North Central Mental Health Center,1250 Morena Boulevard,,San Diego,CA,92110,619-692-8750,,,,,MH SUMH * OP * OMH * AT CBT DBT GT IPT TELE * CIT WI * LCCG * CLF MC MD SF * PA SS * SE GL VET CO HV TRMA TBI ALZ PED PTSD SMI * STU * MST LABT * HS * TCC * SMPD * YAD ADLT SNR * AH SP * VPPD * FPSY IMR PRS CM SPS,32.7635,-117.2028,060730091081038,06,073,009108,1038
Scripps Mercy Hospital,,4077 5th Avenue,,San Diego,CA,92103,619-294-8111,,619-686-3677,,,MH SUMH * HI * IPSY * CHLOR FLUPH HALOP LOXAP ARIPI CLOZA OLANZ QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT GT IDD IPT KIT * CIT PEON WI * PVTN * MC MD MI PI SF VAF * SE GL CO TRMA PTSD SMI * STU * TBS MST LABT * PEER * TCC * SMON * YAD ADLT SNR * VAPN * SEMP IPC SPS,32.7466,-117.1636,060730003012002,06,073,000301,2002
Sharp Mesa Vista Hospital,Behavioral Health Services,7850 Vista Hill Avenue,,San Diego,CA,92123,858-836-8434,,,,,SA MH SUMH * HI OP PHDT * PSY * CHLOR FLUPH HALOP LOXAP PERPH PROCH ARIPI ASENA CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT CFT DBT ECT GT IDD IPT TELE * CIT PEON WI * PVTN * MC MI PI SF VAF * SE CO PED PEFP PTSD SED SMI * STU * MST LABT * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * FPSY IMR PRS SPS,32.7973,-117.1392,060730092041010,06,073,009204,1010
Sharp Mesa Vista Hospital,Mid City Outpatient,4275 El Cajon Boulevard,Suite 100,San Diego,CA,92105,858-836-8434,,,,,MH SUMH * OP PHDT * OMH * CHLOR FLUPH HALOP LOXAP PERPH PROCH ARIPI ASENA CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT GT IDD IPT TELE * PVTN * MC MI PI SF VAF * TAY CO PEFP SMI * STU * LABT * TCC * SMPD * YAD ADLT SNR * AH * VPPD * FPSY IMR PRS SPS,32.7423,-117.0947,060730026012005,06,073,002601,2005
Sober Life Recovery Solutions LLC,DBA Healthy U Behavioral Health,3930 4th Avenue,Suite 300,San Diego,CA,92103,619-542-9542,,,,,SA MH SUMH * OP PHDT * OMH * CHLOR HALOP ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * PVTP * MI PI SF SI VAF * TAY SE GL VET ADM MF CO HV TRMA PTSD SMI * STU * PEER * TCC * SMPD * CHLD YAD ADLT SNR * VPPD * ACT DEC FPSY ICM CM IPC SPS ES,32.7466,-117.1636,060730003012002,06,073,000301,2002
McKinley,,180 Via Verde,Suite 200,San Dimas,CA,91773,909-599-1227,909-670-1560,,,,MH SUMH * OP * OMH * ANTPYCH * AT CBT CFT DBT GT IPT TELE * CIT * PVTN * CLF CMHG ITU MD OSF SCJJ SEF SI SMHA SWFS * GL TRMA PED PTSD SED SMI * PEER * SMON * CHLD YAD * AH SP * VAPN * FPSY ICM PRS SH TPC CM,34.1023,-117.8169,060374013113014,06,037,401311,3014
