"GEOID.x","NAME","populationE","populationM","med_incE","med_incM","whiteE","whiteM","blackE","blackM","nativeE","nativeM","asianE","asianM","total_raceE","total_raceM","poverty_totalE","poverty_totalM","poverty_belowE","poverty_belowM","white_pct","black_pct","native_pct","asian_pct","poverty_rate_pct","ZIP","name1","name2","street1","street2","city","state","phone","intake1","intake2","intake1a","intake2a","service_code_info","full_address","location","latitude","longitude","GEOID.y","STATE","COUNTY","TRACT","BLOCK","GEOID_truncated"
"10029","ZCTA5 10029",75614,3164,35640,5012,18977,1509,22135,2189,779,461,8342,1501,75614,3164,73401,3148,22710,2378,25.0972042214405,29.2736794773455,1.03023249662761,11.0323485068903,30.9396329750276,"10029","Fast Break 115th",NA,"158 East 115Th Street",NA,"New York","NY","646-459-6161",NA,NA,NA,NA,"MH SUMH * OP * OMH * AT CBT CFT DBT GT IDD IPT TELE * CIT PEON PEOFF WI * PVTN * CMHG MD SF SI SMHA SWFS * TAY GL CJ DV TRMA PED PTSD SED * STU * PEER * TCC * SMON * CHLD YAD * AH SP FX * F35 F66 * VAPN * COOT FPSY CM SPS ES","158 East 115Th Street, New York, NY 10029","158, East 115th Street, East Harlem, Manhattan Community Board 11, Manhattan, New York County, City of New York, New York, 10029, United States",40.7976112,-73.9417867,"360610182004000",36,"061","018200",4000,"36061018200"
"10029","ZCTA5 10029",75614,3164,35640,5012,18977,1509,22135,2189,779,461,8342,1501,75614,3164,73401,3148,22710,2378,25.0972042214405,29.2736794773455,1.03023249662761,11.0323485068903,30.9396329750276,"10029","Metropolitan Hospital Center","Psychiatric Services","1901 1St Avenue","Room 4M3","New York","NY","212-423-7155","212-423-6262",NA,NA,NA,"MH SUMH * HI OP * OMH * CHLOR HALOP PERPH TRIFL ARIPI ASENA BREXP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CFT DBT GT IPT TELE * PEON WI * STG * CLF ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * PA SS * TAY SE GL VET ADM MF CJ CO HV TRMA TBI ALZ PED PTSD SED SMI * STU * HIVT STDT TBS MST LABT * HS PEER * TCC * SMON * CHLD YAD ADLT SNR * AH SP FX * F4 F17 F19 F25 F28 F35 F36 F47 F70 * VAPN * ACT AOT CDM COOT FPSY LAD PRS SEMP SH VRS IPC SPS","1901 1St Avenue, New York, NY 10029","NYC Health + Hospitals/Metropolitan, 1901, 1st Avenue, Manhattan Community Board 11, Manhattan, New York County, City of New York, New York, 10129, United States",40.7850371,-73.9449708,"360610156021000",36,"061","015602",1000,"36061015602"
"10029","ZCTA5 10029",75614,3164,35640,5012,18977,1509,22135,2189,779,461,8342,1501,75614,3164,73401,3148,22710,2378,25.0972042214405,29.2736794773455,1.03023249662761,11.0323485068903,30.9396329750276,"10029","Northside Center for Child Development","Home Based Crisis Intervention","1475 Park Avenue",NA,"New York","NY","212-426-3400","646-596-2967",NA,NA,NA,"MH * OP * OMH * HALOP LOXAP ARIPI OLANZ RISPE ZIPRA ANTPYCH * CBT CFT DBT IPT * PVTN * SMHA * PA * SED * SMON * CHLD YAD * SP * VAPN * FPSY","1475 Park Avenue, New York, NY 10029","1475, Park Avenue, East Harlem, Manhattan Community Board 11, Manhattan, New York County, City of New York, New York, 10029, United States",40.7940022,-73.9469898,"360610172003000",36,"061","017200",3000,"36061017200"
"10029","ZCTA5 10029",75614,3164,35640,5012,18977,1509,22135,2189,779,461,8342,1501,75614,3164,73401,3148,22710,2378,25.0972042214405,29.2736794773455,1.03023249662761,11.0323485068903,30.9396329750276,"10029","Northside Ctr Therapeutic Early Child","Preschool Day Treatment","1475 Park Avenue",NA,"New York","NY","212-426-3400","212-426-3400 x3459","212-426-3400 x3464",NA,NA,"MH * OP PHDT * PH * AT CBT GT IPT TELE * CIT * PVTN * MD SEF * PA * TRMA PTSD SED * SMON * CHLD * VAPN * FPSY CM ES","1475 Park Avenue, New York, NY 10029","1475, Park Avenue, East Harlem, Manhattan Community Board 11, Manhattan, New York County, City of New York, New York, 10029, United States",40.7940022,-73.9469898,"360610172003000",36,"061","017200",3000,"36061017200"
"10029","ZCTA5 10029",75614,3164,35640,5012,18977,1509,22135,2189,779,461,8342,1501,75614,3164,73401,3148,22710,2378,25.0972042214405,29.2736794773455,1.03023249662761,11.0323485068903,30.9396329750276,"10029","NYC HH Metropolitan Hospital Ctr","Adult BH Clinic","1900 2Nd Avenue","1st Floor","New York","NY","212-423-8017","212-423-6645","212-423-6528",NA,NA,"MH SUMH * OP * OMH * CHLOR PERPH TRIFL ARIPI ASENA BREXP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * DBT GT IPT TELE * PEON * STG * CLF ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * PA SS * TAY SE GL VET ADM MF CJ CO HV TRMA TBI ALZ PED PTSD SMI * STU * MST LABT * HS PEER * TCC * SMON * CHLD YAD ADLT SNR * AH SP FX * F4 F17 F19 F25 F28 F35 F36 F47 F70 * VAPN * AOT CDM COOT LAD PRS SEMP SH VRS IPC SPS","1900 2Nd Avenue, New York, NY 10029","1900, 2nd Avenue, Manhattan Community Board 11, Manhattan, New York County, City of New York, New York, 10029, United States",40.7854096,-73.9458364,"360610156021000",36,"061","015602",1000,"36061015602"
"10029","ZCTA5 10029",75614,3164,35640,5012,18977,1509,22135,2189,779,461,8342,1501,75614,3164,73401,3148,22710,2378,25.0972042214405,29.2736794773455,1.03023249662761,11.0323485068903,30.9396329750276,"10029","NYC HH Metropolitan Hospital Ctr","Metrop Hosp CMHC Child/Adol Clinic","1900 2Nd Avenue","6th Floor","New York","NY","212-423-7155","212-423-6945",NA,NA,NA,"MH SUMH * OP * OMH * CHLOR ARIPI OLANZ QUETI RISPE NRT NSC ANTPYCH * CFT DBT GT IPT TELE * PEON * STG * CLF ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * PA SS * GL CJ CO HV TRMA TBI PED PTSD SED * STU * LABT * TCC * SMON * CHLD * AH SP FX * F4 F17 F19 F25 F28 F35 F36 F47 F70 * VAPN * FPSY PRS SPS","1900 2Nd Avenue, New York, NY 10029","1900, 2nd Avenue, Manhattan Community Board 11, Manhattan, New York County, City of New York, New York, 10029, United States",40.7854096,-73.9458364,"360610156021000",36,"061","015602",1000,"36061015602"
"10032","ZCTA5 10032",60480,3073,56752,5909,13028,1650,10197,1206,505,309,2810,808,60480,3073,59137,3062,11804,1932,21.5410052910053,16.860119047619,0.834986772486772,4.64616402116402,19.9604308639261,"10032","FAIR",NA,"1090 Saint Nicholas Avenue","Upper Level","New York","NY","646-992-3357","212-543-4445",NA,NA,NA,"SA MH * OP * NRT NSC * CBT CFT DBT GT IDD IPT TELE * PVTN * MC MD PI SF SI * SS * SE CO PTSD SMI * STU * PEER * TCC * SMON * CHLD YAD ADLT SNR * SP * VAPN * COOT FPSY IMR PRS CM SPS","1090 Saint Nicholas Avenue, New York, NY 10032","1090, Saint Nicholas Avenue, Manhattan Community Board 12, Manhattan, New York County, City of New York, New York, 10032, United States",40.8382602,-73.9396933,"360610243013000",36,"061","024301",3000,"36061024301"
"10032","ZCTA5 10032",60480,3073,56752,5909,13028,1650,10197,1206,505,309,2810,808,60480,3073,59137,3062,11804,1932,21.5410052910053,16.860119047619,0.834986772486772,4.64616402116402,19.9604308639261,"10032","Metropolitan Center for Mental Health",NA,"1090 Saint Nicholas Avenue",NA,"New York","NY","212-543-0777","646-992-3357",NA,NA,NA,"MH SUMH * OP * OMH * ARIPI BREXP CARIP LURAS OLANZ QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT GT IDD IPT TELE * PVTN * MC MD PI SF * SS * TAY SE TRMA SED SMI * SMON * CHLD YAD ADLT SNR * SP FX * F28 * VAPN * FPSY SPS","1090 Saint Nicholas Avenue, New York, NY 10032","1090, Saint Nicholas Avenue, Manhattan Community Board 12, Manhattan, New York County, City of New York, New York, 10032, United States",40.8382602,-73.9396933,"360610243013000",36,"061","024301",3000,"36061024301"
"10032","ZCTA5 10032",60480,3073,56752,5909,13028,1650,10197,1206,505,309,2810,808,60480,3073,59137,3062,11804,1932,21.5410052910053,16.860119047619,0.834986772486772,4.64616402116402,19.9604308639261,"10032","New York Presbyterian Hospital","Morgan Stanley Childrens Hospital","3959 Broadway","6th Floor, North Wing Pediatric Psych","New York","NY","212-305-3093","212-305-0924",NA,NA,NA,"SA MH SUMH * OP * OMH * HALOP ARIPI CLOZA LURAS OLANZ OLANZF QUETI RISPE ANTPYCH * CBT CFT DBT GT IPT TELE * CIT PEON PEOFF * PVTN * MC MD PI SF SI * TAY GL HV DV TRMA PTSD SED * STU * TCC * SMON * CHLD YAD ADLT SNR * AH SP * VAPN * FPSY CM SPS ES","3959 Broadway, New York, NY 10032","Morgan Stanley Children's Hospital, 3959, Broadway, Manhattan Community Board 12, Manhattan, New York County, City of New York, New York, 10032, United States",40.8397559,-73.941448,"360610251001002",36,"061","025100",1002,"36061025100"
"10032","ZCTA5 10032",60480,3073,56752,5909,13028,1650,10197,1206,505,309,2810,808,60480,3073,59137,3062,11804,1932,21.5410052910053,16.860119047619,0.834986772486772,4.64616402116402,19.9604308639261,"10032","NY Psychiatric Institute","Wash Heights Comm Servs Audubon Clinic","513 West 166Th Street","4th Floor","New York","NY","212-928-8300",NA,NA,NA,NA,"SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT TRIFL ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * STG * MC MD PI SI SMHA SWFS * PA SS * SMI * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMON * YAD ADLT SNR * SP * VAPN * AOT CDM DEC FPSY IMR PRS SEMP CM IPC SPS","513 West 166Th Street, New York, NY 10032","513, West 166th Street, Manhattan Community Board 12, Manhattan, New York County, City of New York, New York, 10032, United States",40.839247,-73.9388062,"360610251001006",36,"061","025100",1006,"36061025100"
"10034","ZCTA5 10034",41570,2951,65109,6102,12964,1303,5103,1041,699,437,1495,625,41570,2951,41494,2950,6286,1300,31.1859514072649,12.2756795766178,1.68150108251143,3.59634351695935,15.1491781944378,"10034","NYS Psychiatric Institute","Wash Heights Comm Servs Inwood Clinic","4941 Broadway","Lower Level","New York","NY","212-942-8500","212-942-1471",NA,NA,NA,"SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT TRIFL ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * STG * MC MD PI SI SMHA SWFS * PA SS * SMI * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMON * YAD ADLT SNR * AH SP * VAPN * AOT CDM DEC FPSY IMR PRS SEMP CM IPC SPS","4941 Broadway, New York, NY 10034","TD Bank, 4941, Broadway, Inwood, Manhattan Community Board 12, Manhattan, New York County, City of New York, New York, 10034, United States",40.8678994,-73.9211496,"360610303002002",36,"061","030300",2002,"36061030300"
"10035","ZCTA5 10035",38595,2256,36989,6345,7733,1150,15568,1254,607,386,1295,356,38595,2256,37632,2233,13268,1351,20.0362741287732,40.3368311957507,1.57274258323617,3.35535691151704,35.2572278911565,"10035","Association to Benefit Children","Fast Break Echo Park","1841 Park Avenue",NA,"New York","NY","646-459-6165",NA,NA,NA,NA,"MH SUMH * OP * OMH * AT CBT CFT DBT GT IDD IPT TELE * CIT PEON PEOFF WI * PVTN * CMHG MD SF SI SMHA SWFS * TAY GL CJ DV TRMA PED PTSD SED * STU * PEER * TCC * SMON * CHLD YAD * AH SP FX * F4 F66 * VAPN * COOT FPSY CM SPS ES","1841 Park Avenue, New York, NY 10035","1841, Park Avenue, Manhattan Community Board 11, Manhattan, New York County, City of New York, New York, 10035, United States",40.8057614,-73.9382133,"360610242002002",36,"061","024200",2002,"36061024200"
"10035","ZCTA5 10035",38595,2256,36989,6345,7733,1150,15568,1254,607,386,1295,356,38595,2256,37632,2233,13268,1351,20.0362741287732,40.3368311957507,1.57274258323617,3.35535691151704,35.2572278911565,"10035","Bailey House Inc","Outpatient Clinic","1751 Park Avenue","3rd Floor","New York","NY","718-277-0386","212-289-6008",NA,NA,NA,"SA MH SUMH * OP * OMH * NRT NSC ANTPYCH * CBT CFT IDD IPT TELE * PVTN * FQHC * MC MD PI SF SI * PA SS * SE GL VET CJ CO HV DV TRMA PTSD SMI * STU * TCC * SMON * YAD ADLT SNR * AH SP * VAPN * FPSY CM IPC SPS","1751 Park Avenue, New York, NY 10035","1751, Park Avenue, Manhattan Community Board 11, Manhattan, New York County, City of New York, New York, 10035, United States",40.802841,-73.9405327,"360610196001001",36,"061","019600",1001,"36061019600"
"10036","ZCTA5 10036",30930,1895,102287,13577,18023,1498,2309,539,40,42,4943,771,30930,1895,30687,1896,3829,728,58.2702877465244,7.4652440995797,0.129324280633689,15.9812479793081,12.4775963763157,"10036","Cylar House Behavioral Health Clinic","Housing Works Mental Health Clinic","326 West 48Th Street","1st Floor","New York","NY","718-277-0386","718-277-0386 x4217",NA,NA,NA,"SA MH SUMH * OP * OMH * NRT NSC ANTPYCH * CBT CFT IDD IPT TELE * PVTN * FQHC * MC MD PI SF SI * PA SS * SE GL VET CJ CO HV DV TRMA PTSD SMI * STU * TCC * SMON * YAD ADLT SNR * AH * VAPN * FPSY CM IPC SPS","326 West 48Th Street, New York, NY 10036","326, West 48th Street, Hell's Kitchen, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10036, United States",40.7613311,-73.9882989,"360610127002000",36,"061","012700",2000,"36061012700"
"10039","ZCTA5 10039",29887,2584,51904,8625,3264,777,17156,1680,135,155,567,252,29887,2584,29885,2585,7854,2099,10.921136279988,57.4028841971426,0.451701408639208,1.89714591628467,26.2807428475824,"10039","Graham Windham","Manhattan Mental Health Center","274 West 145Th Street","2nd Floor","New York","NY","212-368-4100",NA,NA,NA,NA,"MH * OP * OMH * CBT CFT GT IPT TELE * PVTN * MD * TAY TRMA PTSD SED * SMOP * CHLD YAD * SP * VAPP * FPSY TPC","274 West 145Th Street, New York, NY 10039","274, West 145th Street, Manhattan Community Board 10, Manhattan, New York County, City of New York, New York, 10030, United States",40.8225794,-73.941703,"360610232004001",36,"061","023200",4001,"36061023200"
"10065","ZCTA5 10065",30859,2192,158276,14319,23837,1884,785,328,14,22,4226,923,30859,2192,30702,2195,2142,609,77.2448880391458,2.54382838069931,0.0453676399105609,13.6945461615736,6.97674418604651,"10065","Karen Horney Clinic Inc",NA,"329 East 62Nd Street",NA,"New York","NY","212-838-4333","212-838-4333 x137",NA,NA,NA,"SA MH SUMH * OP * OMH * PERPH ARIPI BREXP OLANZ OLANZF QUETI RISPE ZIPRA NRT NSC ANTPYCH * IPT TELE * PVTN * MC MD PI SF SI * TAY SE GL CO HV TRMA PTSD * STU * TCC * SMON * CHLD YAD ADLT SNR * FX * F17 F28 * VAPN * SPS","329 East 62Nd Street, New York, NY 10065","329, East 62nd Street, Lenox Hill, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10065, United States",40.762196,-73.9617296,"360610110005000",36,"061","011000",5000,"36061011000"
"10128","ZCTA5 10128",56695,3081,137253,15938,41225,2382,3032,1246,35,35,5151,846,56695,3081,56425,3083,5360,984,72.7136431784108,5.34791427815504,0.0617338389628715,9.08545727136432,9.49933540097475,"10128","New York City Childrens Center","Queens Mid Childhood Clinic at PS 169","110 East 88Th Street",NA,"New York","NY","212-987-2010",NA,"212-987-2513",NA,NA,"SA MH SUMH * OP * OMH * NRT NSC ANTPYCH * CBT CRT CFT DBT GT IDD IPT TELE AIM * STG * MD PI SI SMHA * CO PTSD SED * STU * MST LABT * PEER * TCC * SMON * CHLD * AH SP * VAPN * AOT COOT DEC FPSY PRS VRS CM SPS ES","110 East 88Th Street, New York, NY 10128","110, East 88th Street, Yorkville, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10128, United States",40.7810138,-73.9554009,"360610148023001",36,"061","014802",3001,"36061014802"
"10301","ZCTA5 10301",40331,2522,84855,5619,20742,1687,8686,1171,319,245,3143,686,40331,2522,39083,2492,4993,813,51.4294215367831,21.5367831196846,0.790954848627607,7.79301281892341,12.7753754829465,"10301","Staten Island Mental Health","A Div of Richmond University Med Ctr","- - -",NA,"Staten Island","NY","718-818-4440","718-818-6700",NA,NA,NA,"MH SUMH * OP * CMHC * CHLOR PERPH ARIPI LURAS OLANZ QUETI RISPE ANTPYCH * AT CBT CFT DBT GT IPT TELE * PVTN * FQHC * FG MD MI PI SF * SS * TRMA PTSD SED * STU * MST * SMON * CHLD YAD * AH SP * VAPN * FPSY SPS","- - -, Staten Island, NY 10301","Staten Island, Richmond County, City of New York, New York, United States",40.5834557,-74.1496048,"360850277042006",36,"085","027704",2006,"36085027704"
"10301","ZCTA5 10301",40331,2522,84855,5619,20742,1687,8686,1171,319,245,3143,686,40331,2522,39083,2492,4993,813,51.4294215367831,21.5367831196846,0.790954848627607,7.79301281892341,12.7753754829465,"10301","Staten Island Mental Health A Division","A Div of Richmond University Med Ctr","669 Castleton Avenue",NA,"Staten Island","NY","718-818-6690","718-818-6700 x86700",NA,NA,NA,"MH SUMH * OP * OMH * ARIPI QUETI RISPE NRT ANTPYCH * AT CBT CFT DBT IPT TELE * PVTN * CLF MD PI SF SI * TAY GL MF CJ TRMA PTSD SED SMI * STU * TCC * SMON * CHLD YAD * AH SP FX * F19 F35 F36 F70 * VAPN * FPSY CM","669 Castleton Avenue, Staten Island, NY 10301","669, Castleton Avenue, West New Brighton, Staten Island, Richmond County, City of New York, New York, 10301, United States",40.6352854,-74.1037554,"360850067001010",36,"085","006700",1010,"36085006700"
"10305","ZCTA5 10305",42211,2271,84764,6043,27671,2018,2004,425,68,84,8503,1175,42211,2271,41733,2270,3681,748,65.5540025111938,4.74757764563739,0.161095449053564,20.1440382838597,8.82035799007979,"10305","South Beach Psychiatric Center","Ocean View Lodge Clinic","777 Seaview Avenue","Building 10, 2nd Floor","Staten Island","NY","718-667-2536","718-667-2463",NA,NA,NA,"SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH TRIFL ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CRT CFT DBT GT IDD IPT TELE AIM * STG * MC MD PI SF SI SMHA * SE CO TRMA SMI * STU * MST LABT * PEER * TCC * SMON * YAD ADLT SNR * AH SP FX * F17 F66 F70 F81 * VAPN * AOT FPSY PRS VRS SPS","777 Seaview Avenue, Staten Island, NY 10305","Staten Island Children and Youth Day Treatment Center and South Beach Psychiatric Center, 777, Seaview Avenue, Staten Island, Richmond County, City of New York, New York, 10305, United States",40.5826278,-74.0803938,"360850070023003",36,"085","007002",3003,"36085007002"
"10305","ZCTA5 10305",42211,2271,84764,6043,27671,2018,2004,425,68,84,8503,1175,42211,2271,41733,2270,3681,748,65.5540025111938,4.74757764563739,0.161095449053564,20.1440382838597,8.82035799007979,"10305","South Beach Psychiatric Center","South Richmond ACT Team","- - -",NA,"Staten Island","NY","718-668-8050",NA,NA,NA,NA,"SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH TRIFL ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * STG * MC MD PI SF SI SMHA * SE CO TRMA SMI * STU * MST LABT * PEER * TCC * SMON * YAD ADLT SNR * AH FX * F17 * VAPN * ACT AOT FPSY PRS VRS CM SPS","- - -, Staten Island, NY 10305","Staten Island, Richmond County, City of New York, New York, United States",40.5834557,-74.1496048,"360850277042006",36,"085","027704",2006,"36085027704"
"10314","ZCTA5 10314",94355,2807,103436,5661,64293,2798,3326,600,365,206,16998,1465,94355,2807,93267,2781,8838,1318,68.1394732658577,3.52498542737534,0.386836945577871,18.014943564199,9.47602045739651,"10314","Jewish Board of Family/Childrens Servs","Morris L Black Counseling Ctr","1765 South Avenue",NA,"Staten Island","NY","718-761-9800","844-663-2255",NA,NA,NA,"SA MH SUMH * OP * CBHC * CHLOR FLUPH HALOP LOXAP CLOZA OLANZF RISPE NSC ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE AIM * CIT PEOFF * PVTN * CMHG MC MD PI SF SI SMHA SWFS * SS * TAY SE GL CO DV TRMA PED PEFP PTSD SED SMI * STU * MST * PEER * TCC * SMOP * CHLD YAD ADLT SNR * AH SP FX * F4 F17 F70 * VAPP * ACT COOT DEC FPSY ICM PRS CM IPC SPS","1765 South Avenue, Staten Island, NY 10314","South Avenue, Chelsea, Staten Island, Richmond County, City of New York, New York, 10314, United States",40.6017344,-74.1926528,"360850291021051",36,"085","029102",1051,"36085029102"
"10314","ZCTA5 10314",94355,2807,103436,5661,64293,2798,3326,600,365,206,16998,1465,94355,2807,93267,2781,8838,1318,68.1394732658577,3.52498542737534,0.386836945577871,18.014943564199,9.47602045739651,"10314","Richmond University Medical Center","Saint George Clinic","1130 South Avenue",NA,"Staten Island","NY","718-818-5557","718-818-6132",NA,NA,NA,"SA MH SUMH * OP * OMH * FLUPH HALOP PERPH ARIPI OLANZ RISPE NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TMS TELE AIM * PVTN * FQHC * MC MD PI SF SI * CO SMI * STU * MST LABT * TCC * SMPD * YAD ADLT SNR * AH SP FX * F47 F70 * VPPD * FPSY IPC SPS","1130 South Avenue, Staten Island, NY 10314","1130 South Avenue at Lois Lane, 1130, South Avenue, Bloomfield, Staten Island, Richmond County, City of New York, New York, 10314, United States",40.6125667,-74.1766834,"360850291021028",36,"085","029102",1028,"36085029102"
"10314","ZCTA5 10314",94355,2807,103436,5661,64293,2798,3326,600,365,206,16998,1465,94355,2807,93267,2781,8838,1318,68.1394732658577,3.52498542737534,0.386836945577871,18.014943564199,9.47602045739651,"10314","VA NY Harbor Healthcare System","Staten Island Community Clinic","1150 South Avenue","Suite 301","Staten Island","NY","718-761-2973",NA,NA,NA,NA,"SA MH SUMH * OP * VAHC * CHLOR FLUPH HALOP LOXAP PERPH TRIFL ARIPI CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT IPT TELE AIM * FED VAMC * MC MI PI SF VAF * SE VET ADM CO TBI SMI * STU * MST * HS * TCC * SMON * YAD ADLT SNR * VAPN * COOT DEC FPSY SPS","1150 South Avenue, Staten Island, NY 10314","South Avenue & Lois Lane, South Avenue, Bloomfield, Staten Island, Richmond County, City of New York, New York, 10314, United States",40.6119901,-74.1759934,"360850291021045",36,"085","029102",1045,"36085029102"
"10451","ZCTA5 10451",51311,2999,34316,5828,6985,1690,23231,2085,234,190,713,405,51311,2999,51212,3005,18692,2386,13.6130654245678,45.2748923232835,0.456042563972637,1.38956559022432,36.4992579864094,"10451","New York City Childrens Center","Bronx Day Treatment Programs","595 Gerard Avenue",NA,"Bronx","NY","929-348-4560","718-264-4557","718-613-3056",NA,NA,"SA MH SUMH * OP PHDT * PH * NRT NSC ANTPYCH * CBT CRT CFT DBT GT IDD IPT TELE AIM * STG * MD PI SI SMHA * CO PTSD SED * STU * MST LABT * PEER * TCC * SMON * CHLD YAD * AH SP * VAPN * AOT COOT DEC FPSY PRS VRS CM SPS ES","595 Gerard Avenue, Bronx, NY 10451","595, Gerard Avenue, The Bronx, Bronx County, City of New York, New York, 10451, United States",40.8217819,-73.9282707,"360050063016010",36,"005","006301",6010,"36005006301"
"10451","ZCTA5 10451",51311,2999,34316,5828,6985,1690,23231,2085,234,190,713,405,51311,2999,51212,3005,18692,2386,13.6130654245678,45.2748923232835,0.456042563972637,1.38956559022432,36.4992579864094,"10451","NY Pychotherapy and Counseling Ctr","Bronx Child and Family MH Center","579 Courtlandt Avenue",NA,"Bronx","NY","718-553-1100",NA,NA,NA,NA,"MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT IDD IPT TELE * PVTN * MC MD SI * TAY SE GL CO DV TRMA PTSD SED SMI * STU * MST LABT * TCC * SMPD * CHLD YAD ADLT SNR * AH SP FX * F17 F19 F28 F67 * VPPD * AOT COOT FPSY CM SPS","579 Courtlandt Avenue, Bronx, NY 10451","579, Courtlandt Avenue, Melrose, The Bronx, Bronx County, City of New York, New York, 10451, United States",40.8174554,-73.919394,"360050065003000",36,"005","006500",3000,"36005006500"
"10452","ZCTA5 10452",78624,3253,36536,3180,10687,1782,28025,2718,758,349,868,326,78624,3253,77687,3173,28246,2820,13.5925417175417,35.6443325193325,0.964082214082214,1.1039886039886,36.3587215364218,"10452","Astor Servs for Children and Families","Highbridge Clinic","1419 Shakespeare Avenue","1st Floor","Bronx","NY","718-231-3400","718-732-7080 x0",NA,NA,NA,"SA MH SUMH * OP * OMH * NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * CIT * PVTN * CLF MD OSF PI SF SI SMHA SWFS * CO TRMA PED PTSD SED * STU * TCC * SMON * CHLD YAD ADLT * SP * VAPN * COOT FPSY CM SPS","1419 Shakespeare Avenue, Bronx, NY 10452","1419, Shakespeare Avenue, High Bridge, The Bronx, Bronx County, City of New York, New York, 10452, United States",40.8425333,-73.9212384,"360050213023000",36,"005","021302",3000,"36005021302"
"10452","ZCTA5 10452",78624,3253,36536,3180,10687,1782,28025,2718,758,349,868,326,78624,3253,77687,3173,28246,2820,13.5925417175417,35.6443325193325,0.964082214082214,1.1039886039886,36.3587215364218,"10452","Association to Benefit Children","Fast Break The Bronx","1366 Inwood Avenue",NA,"New York","NY","646-459-6165",NA,NA,NA,NA,"MH SUMH * OP * OMH * AT CBT CFT DBT GT IDD IPT TELE * CIT PEON WI * PVTN * CMHG MD SF SI SMHA SWFS * TAY GL CJ DV TRMA PTSD SED * STU * PEER * TCC * SMON * CHLD YAD * AH SP FX * F66 * VAPN * COOT FPSY CM SPS ES","1366 Inwood Avenue, New York, NY 10452","1366, Inwood Avenue, High Bridge, The Bronx, Bronx County, City of New York, New York, 10452, United States",40.8399802,-73.9192171,"360050219001005",36,"005","021900",1005,"36005021900"
"10453","ZCTA5 10453",80385,3125,34800,4035,9782,1662,26072,1973,1214,711,1265,524,80385,3125,79584,3051,27796,2469,12.1689369907321,32.4339117994651,1.51023200845929,1.57367668097282,34.926618415762,"10453","Morris Heights Health Center","Harrison Circle","57 West Burnside Avenue","Level B-1","Bronx","NY","718-839-8900 x3333",NA,NA,NA,NA,"MH SUMH * OP * OMH * CHLOR FLUPH HALOP THIOR TRIFL CLOZA OLANZ OLANZF QUETI RISPE NRT NSC ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE * CIT WI * PVTN * FQHC * CLF CMHG MC MD OSF PI SF SI * PA SS * TAY SE GL VET ADM MF CJ CO HV DV TRMA PTSD SED SMI * STU * TCC * SMON * CHLD YAD ADLT SNR * SP * VAPN * CDM FPSY IMR IPC SPS","57 West Burnside Avenue, Bronx, NY 10453","57, West Burnside Avenue, Tremont, The Bronx, Bronx County, City of New York, New York, 10453, United States",40.8544292,-73.909615,"360050251007000",36,"005","025100",7000,"36005025100"
