name1,name2,street1,street2,city,state,zip,phone,intake1,intake2,intake1a,intake2a,service_code_info,latitude,longitude
Pan American Behavioral Health,,7041 Grand National Drive,Suite 200,Orlando,FL,32819,407-982-7718,,,,,SA MH SUMH * OP * CMHC * ARIPI OLANZ QUETI RISPE ANTPYCH * CBT CFT DBT GT IDD IPT TELE * WI * PVTP * MD PI SF * TAY SE GL CO HV TRMA PTSD SED SMI * HIVT * HS PEER * TCC * SMPD * CHLD YAD ADLT SNR * SP * VPPD * COOT FPSY PRS VRS CM SPS ES,28.4522000000,-81.4678000000
Renaissance Healthcare Group LLC,Pasadena Villa,119 Pasadena Place,,Orlando,FL,32803,407-246-5250,877-845-5235,,,,SA MH SUMH * OP PHDT RES * RTCA * NRT ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * PVTP * SF * CO TRMA PTSD SMI * STU * TCC * SMPD * YAD ADLT SNR * VAPN * ACT FPSY PRS SH CM SPS,28.5559000000,-81.3535000000
Total Health Guidance LLC,,5401 South Kirkman Road,Suite 730,Orlando,FL,32819,321-332-6984,,,,,SA MH SUMH * OP * OMH * AT CBT CFT DBT EMDR GT IDD IPT TELE * CIT * PVTP * MHC * CLF CMHG CSBG ITU MI OSF PI PCF SCJJ SF VAF * PA SS * TAY SE GL VET ADM MF CJ CO TRMA PED PTSD SED SMI * MST * TCC * SMPD * CHLD YAD ADLT SNR * SP * VPPD * CDM COOT DEC FPSY ICM IMR PRS VRS IPC SPS ES,28.4522000000,-81.4678000000
University Behavioral Center,,2500 Discovery Drive,,Orlando,FL,32826,407-281-7000,,,,,SA MH SUMH * HI * PSY * CHLOR FLUPH HALOP PERPH PROCH ARIPI ASENA CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT DBT GT IDD IPT * PEON WI * PVTP * CLF CMHG CSBG ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * VET CO SED SMI * STU * TCC * SMPD * CHLD YAD ADLT SNR * AH * VAPN * COOT FPSY CM SPS ES,28.5826000000,-81.1907000000
Promises Five Palms,,515 Tomoka Avenue,,Ormond Beach,FL,32174,855-457-2567,844-675-1083,,,,SA MH * RES * RTCA * NRT * AT CBT CFT DBT EMDR GT IDD IPT TELE * PVTP * PI SF * CO TRMA PTSD * STU * HIVT STDT LABT * SMPD * YAD ADLT SNR * VPPD * FPSY IMR CM,29.2833000000,-81.0882000000
Positive Health and Wellness,,- - -,,Palm Beach,FL,33480,305-498-7227,,,,,SA MH SUMH * OP PHDT * MSMH * NRT * AT CBT CRT CFT DBT EMDR GT IDD IPT TELE * CIT PEOFF WI * PVTP * FQHC * SF * SS * TAY SE CO DV TRMA ALZ PED PEFP PTSD SED SMI * STU * TBS * HS PEER * TCC * SMON * CHLD YAD ADLT SNR * VAPN * ACT AOT CDM DEC FPSY IMR PRS VRS CM IPC ES,26.7206000000,-80.0388000000
Henderson Behavioral Health,FACT,7721 North Military Trail,Suite 3,Palm Beach Gardens,FL,33410,561-649-6500,,,,,MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH THIOR TRIFL ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ANTPYCH * PVTN * MD SMHA * PA SS * PEER * SMON * YAD ADLT SNR * AH SP FX * F19 * VAPN * ACT CM SPS,26.8234000000,-80.1387000000
West Palm Beach VAMC,Mental Hygiene (116A),7305 North Military Trail,,Palm Beach Gardens,FL,33410,561-422-8234,,,,,SA MH SUMH * HI OP RES * VAHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH TRIFL ARIPI CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * PEON WI * FED VAMC * MI PI VAF * SE GL VET MF CO TRMA ALZ PTSD SMI * STU * MST LABT * HS PEER * TCC * SMON * YAD ADLT SNR * AH SP * VAPN * ACT CDM DEC FPSY ICM PRS SEMP SH VRS CM IPC SPS ES,26.8234000000,-80.1387000000
Emerald Coast Behavioral Hospital,Outpatient Services,201 East 19th Street,,Panama City,FL,32405,850-481-0306,,850-763-0017,,,SA MH SUMH * OP PHDT * MSMH * CBT DBT EMDR GT IDD IPT TMS TELE * PVTP * MC MD MI PI SF VAF * VET ADM MF CO TRMA TBI PTSD * LABT * SMPD * CHLD YAD ADLT SNR * VPPD,30.1949000000,-85.6727000000
Life Management Center,Northwest Florida Inc,525 East 15th Street,,Panama City,FL,32405,850-522-4485 x1346,,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH THIOT THIOR TRIFL ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE AIM * CIT PEON PEOFF WI * PVTN * CMHG MC MD MI PI PCF SF SI SMHA SWFS * PA SS * CJ CO TRMA PEFP PTSD SED SMI * STU * HS PEER * SMPD * CHLD YAD ADLT SNR * AH SP * VPPD * ACT COOT FPSY ICM PRS TPC CM IPC SPS,30.1949000000,-85.6727000000
Baptist Hospital,Behavioral Health Unit,305 Corday Street,,Pensacola,FL,32503,448-227-2100,850-908-5811,850-908-4808,,,MH SUMH * HI * IPSY * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT ECT GT IDD IPT * CIT PEON WI * PVTN * CLF MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * TAY SE GL VET ADM MF CJ CO HV DV TRMA ALZ PED PEFP PTSD SED SMI * STU * MST LABT * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * CDM COOT DEC FPSY IMR LAD PRS CM IPC SPS,30.4564000000,-87.2104000000
Childrens Home Society of Florida,Western Division,17 South Devilliers Street,,Pensacola,FL,32502,850-266-2700,850-266-2704,,,,MH * OP * OMH * CBT GT IPT TELE * PVTN * CLF MD MI PCF SF * SS * TAY GL MF TRMA PTSD SED * SMON * CHLD YAD * AH * VAPN * FPSY,30.4095000000,-87.2229000000
Florida Therapy Services,Pensacola,6425 North Pensacola Boulevard,Suites 1-3,Pensacola,FL,32505,850-215-6007,850-215-1946,,,,MH SUMH * OP * CMHC * FLUPH HALOP PERPH THIOT ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT DBT IPT TELE AIM * PVTP * MC MD MI PI SF * TAY SE SED SMI * SMPD * CHLD YAD ADLT SNR * SP * VPPD,30.4481000000,-87.2589000000
Residential Treatment for Children,Meridian,1920 North J Street,,Pensacola,FL,32501,850-332-6151,,,,,SA MH * RES * RTCC * CHLOR HALOP ARIPI CLOZA ILOPE LURAS OLANZ QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT IDD IPT * CIT * PVTN * MD MI PI SF SI SMHA * CO TRMA PTSD SED * STU * MST LABT * SMON * CHLD * AH * VAPN * FPSY CM SPS ES,30.4223000000,-87.2248000000
Adoption Related Servs of Pinellas and,Family Enrichment Services,3941 68th Avenue North,,Pinellas Park,FL,33781,727-657-7761,,,,,MH SUMH * OP * CMHC * CBT CFT DBT GT IPT TELE * PVTN * CLF MD SF SI SWFS * SS * SMON * CHLD YAD ADLT * AH SP FX * F30 F92 * VAPN * FPSY SPS,27.8387000000,-82.7151000000
Personal Enrichment Through,MH Servs/PEMHS,11254 58th Street,,Pinellas Park,FL,33782,727-545-6477 x395,727-545-6477,,,,SA MH SUMH * HI OP * CMHC * RISPE NRT ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT PEON PEOFF WI * PVTN * CLF CMHG CSBG MD OSF PI SF SI SMHA SWFS * TAY CO PEFP SED SMI * STU * LABT * PEER * SMON * CHLD YAD ADLT SNR * AH SP * VAPN * CM SPS,27.8681000000,-82.7086000000
WhiteSands Alcohol and Drug Rehab,Tampa,2011 North Wheeler Street,,Plant City,FL,33563,813-756-5660,877-308-2945,813-756-5720,,,SA MH SUMH * OP PHDT RES * MSMH RTCA * NRT NSC * AT CBT CRT CFT DBT EMDR GT IDD IPT TELE AIM * PVTP * ITU MI PI SF SI VAF * TAY SE GL VET ADM MF CJ CO HV DV TRMA PED PTSD * STU * HIVT STDT TBS MST HBT HCT LABT * HS PEER * TCC * SMPD * YAD ADLT SNR * AH * VPPD * CDM COOT DEC FPSY IMR PRS CM IPC SPS ES,28.0130000000,-82.1339000000
Banyan Pompano,Outpatient Treatment Services,950 North Federal Highway,,Pompano Beach,FL,33062,800-547-4615,855-722-6926,,,,SA MH SUMH * OP PHDT * PH * NRT NSC * AT CBT CFT DBT EMDR GT IDD IPT TELE * PVTP * MD PI SF * SE GL VET ADM MF CO HV DV TRMA PEFP PTSD SMI * STU * STDT TBS LABT * PEER * TCC * SMPD * YAD ADLT SNR * VPPD * ACT DEC FPSY PRS CM IPC SPS ES,26.2343000000,-80.0941000000
Charlotte Behavioral Healthcare at,Family Services Center,21500 Gibralter Drive,Unit 5,Port Charlotte,FL,33952,941-639-8300,,,,,SA MH SUMH * OP * OMH * CBT CFT DBT EMDR GT IDD IPT TELE AIM * PVTN * CLF CMHG CSBG MD MI OSF PI SCJJ SEF SF SI SMHA SWFS * PA SS * TAY SE CO TRMA PTSD SED SMI * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * FPSY SPS,26.9905000000,-82.0964000000
2nd Chance Mental Health Center,,1541 SE Port Saint Lucie Boulevard,Suite F,Port Saint Lucie,FL,34952,772-335-0166,,,,,SA MH SUMH * OP * CMHC * CBT GT IDD TELE * CIT PEOFF * PVTP * MHC * CLF MD PI SF * SS * CO * LABT * HS PEER * SMPD * YAD ADLT * VPPD * COOT DEC FPSY PRS SH SPS ES,27.2889000000,-80.2980000000
Florida Psychiatry Associates LLC,,1555 NW Saint Lucie West Boulevard,Suite 201,Port Saint Lucie,FL,34986,772-878-7216,,,,,SA MH SUMH * OP * OMH * FLUPH HALOP PERPH THIOT THIOR TRIFL ARIPI CLOZA ILOPE LURAS OLANZ OLANZF QUETI RISPE ZIPRA NRT NSC ANTPYCH * IDD TELE AIM * PVTP * MHC * MC MI PI SF * STU * MST LABT * TCC * SMOP * CHLD YAD ADLT SNR * VAPP * SPS,27.3215000000,-80.4030000000
Henderson Behavioral Health,Port Saint Lucie/CM Wrap Around,590 NW Peacock Boulevard,Suite 12,Port Saint Lucie,FL,34986,772-361-6767,,,,,MH SUMH * OP * CMHC * PVTN * MD MI OSF PI SF * PA SS * PEER * SMON * CHLD * AH SP FX * F19 * VAPN * CM,27.3215000000,-80.4030000000
IMind Mental Health Solutions,,160 NW Central Park Plaza,Suites 104-105,Port Saint Lucie,FL,34986,772-497-5985,,,,,SA MH * OP PHDT * MSMH * ARIPI QUETI RISPE ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TMS TELE * PVTP * CLF MC MD PI SF SI VAF * SS * TAY SE GL VET ADM MF CJ CO HV DV TRMA PTSD * STU * TCC * SMPD * CHLD YAD ADLT SNR * SP * VPPD * COOT DEC FPSY CM SPS ES,27.3215000000,-80.4030000000
Legacy Behavioral Health Center Inc,,518 SW Prima Vista Boulevard,,Port Saint Lucie,FL,34983,772-873-8811,561-616-8411 x1014,888-975-3422,,,SA MH * OP * OMH * AT CBT CFT DBT GT IPT TELE * PVTP * MD OSF SF * PA SS * TAY SE GL CO TRMA ALZ PTSD SED SMI * SMOP * CHLD YAD ADLT SNR * AH SP FX * F19 F28 F36 F67 * VAPP * FPSY CM,27.3094000000,-80.3450000000
Port Saint Lucie Hospital,,2550 SE Walton Road,,Port Saint Lucie,FL,34952,772-335-0400,772-335-0400 x410,,,,SA MH SUMH * HI PHDT * MSMH * CHLOR FLUPH HALOP ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE NRT NSC ANTPYCH * AT GT IDD AIM * PEON * PVTP * MC MI PI SF * CO SMI * STU * TCC * SMPD * YAD ADLT SNR * AH SP FX * F19 * VAPN * SPS,27.2889000000,-80.2980000000
Treasure Coast Counseling Center,,2400 SE Veterans Memorial Parkway,Suite 211,Port Saint Lucie,FL,34952,772-335-9808,,,,,SA MH SUMH * OP * OMH * CBT IDD IPT * PVTP * MHC * MC MI PI SF * SE GL VET MF CO DV PED PTSD SMI * SMOP * YAD ADLT SNR * VAPN * COOT DEC ES,27.2889000000,-80.2980000000
Charlotte Behavioral Healthcare Inc,,1700 Education Avenue,,Punta Gorda,FL,33950,941-639-8300,941-639-8300 x2790,,,,SA MH SUMH * HI OP * CMHC * ARIPI CLOZA OLANZ RISPE ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE AIM * CIT PEON WI * PVTN * CLF CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS * PA SS * TAY SE CO TRMA PTSD SED SMI * STU * HS PEER * TCC * SMON * CHLD YAD ADLT SNR * AH SP * VAPN * ACT COOT FPSY ICM SH TPC VRS CM SPS ES,26.9152000000,-82.0532000000
Gadsden Residential,Apalachee Center Inc,77 LaSalle Path,,Quincy,FL,32351,850-523-3333 x7730,,,,,MH SUMH * RES * RTCA * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT ARIPI ASENA BREXP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT GT IDD IPT TELE * CIT PEON PEOFF * PVTN * MC MD OSF * SS * CJ CO SMI * STU * MST LABT * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * COOT IMR PRS CM IPC SPS,30.5867000000,-84.6094000000
Flagler Hospital,,400 Health Park Boulevard,,Saint Augustine,FL,32086,904-819-5155 x4560,904-819-4250,904-819-4040,,,SA MH SUMH * HI PHDT * IPSY * HALOP PERPH ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT * CIT PEON WI * PVTN * CLF CMHG MC MD MI PI SF SMHA SWFS VAF * CO SMI * STU * MST LABT * TCC * SMON * YAD ADLT SNR * AH * VAPN * CDM DEC FPSY ICM CM IPC SPS ES,29.8285000000,-81.3237000000
SMA Outpt and FL Assertive Comm Trt,St Augustine,1880 San Sebastian View,,Saint Augustine,FL,32084,800-539-4228,,,,,SA MH SUMH * OP * OMH * CHLOR HALOP ARIPI CARIP OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT GT IDD IPT TELE * PEON * PVTN * MC MD PI SF SMHA SWFS * SS * CO SED SMI * STU * SMON * CHLD YAD ADLT SNR * AH * VAPN * ACT COOT CM SPS,29.9175000000,-81.3668000000
Spencer Recovery Centers Florida Inc,DBA Dr Pauls by the Sea,189 San Marco Avenue,,Saint Augustine,FL,32084,949-313-5270,800-375-4577,,,,SA MH SUMH * OP PHDT RES * MSMH * HALOP PERPH ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE * PVTP * MI PI SF VAF * SE GL VET ADM MF CO HV DV TRMA TBI PED PTSD SMI * STU * HIVT STDT TBS MST HBT HCT LABT * HS PEER * TCC * SMPD * YAD ADLT SNR * VPPD * COOT DEC FPSY ICM SH CM SPS ES,29.9175000000,-81.3668000000
St Augustine Youth Services Inc,,201 Simone Way,,Saint Augustine,FL,32086,904-829-1770,,,,,MH SUMH * OP RES * RTCC * ARIPI LURAS OLANZ QUETI RISPE ZIPRA ANTPYCH * CBT CFT GT IPT TELE * CIT PEOFF * PVTN * CLF FG MD OSF PI PCF SCJJ SEF SF SI SMHA SWFS * PA * GL TRMA SED * PEER * SMON * CHLD YAD * AH * VAPN * FPSY PRS CM SPS,29.8285000000,-81.3237000000
Blackberry Center,Behavioral Hospital,91 Beehive Circle,,Saint Cloud,FL,34769,321-805-5090,,,,,SA MH SUMH * HI * PSY * FLUPH HALOP LOXAP PERPH ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT GT IPT * PEON * PVTP * CMHG CSBG MC PI PCF SF SI VAF * GL VET MF CJ CO PTSD * LABT * PEER * SMPD * YAD ADLT SNR * VPPD * DEC PRS,28.2480000000,-81.2876000000
Inspire Counseling and Support Center,Counseling Center,3115 Innovation Drive,,Saint Cloud,FL,34769,407-892-5700 x164,407-892-5700 x160,407-892-4202,,,SA MH SUMH * OP PHDT * MSMH * ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT GT IDD IPT TELE * PVTN * MC MD MI PI SF SI VAF * SS * VET CO SED * STU * TBS * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY CM SPS,28.2480000000,-81.2876000000
Transition House Inc,,3800 5th Street,,Saint Cloud,FL,34769,407-892-5700 x101,407-892-5700 x104,407-892-5700 x107,,,SA MH SUMH * RES * RTCA * ARIPI BREXP CARIP LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NSC ANTPYCH * CBT CFT GT IDD IPT * PVTN * MC MD MI OSF PI SCJJ SF SI VAF * SE VET CO PTSD * STU * PEER * TCC * SMPD * YAD ADLT SNR * AH * VPPD * FPSY CM SPS,28.2480000000,-81.2876000000
Suncoast Center Inc,Community Programs,1001 16th Street South,,Saint Petersburg,FL,33705,727-388-1220,,,,,SA MH * OP * CMHC * CFT EMDR GT IPT TELE * PVTN * CLF MC MD MI OSF PI SCJJ SF SI SMHA SWFS * PA * CJ TRMA PTSD * STU * TCC * SMON * CHLD YAD ADLT SNR * AH SP * VAPN * FPSY CM SPS,27.7391000000,-82.6435000000
Suncoast Center Inc,Outpatient Services,4024 Central Avenue,,Saint Petersburg,FL,33711,727-388-1220,,,,,SA MH SUMH * OP * CMHC * RISPE NRT ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE * PEON * PVTN * CLF MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS * SS * TAY VET CJ CO TRMA PTSD SMI * STU * TCC * SMON * CHLD YAD ADLT SNR * AH SP * VAPN * COOT FPSY CM SPS,27.7465000000,-82.6897000000
Suncoast Center Inc,Outpatient Services,4010 Central Avenue,,Saint Petersburg,FL,33711,727-388-1220,,,,,SA MH SUMH * OP * CMHC * RISPE NRT ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE * PEON * PVTN * CLF MC MD MI OSF PI SCJJ SF SI SMHA SWFS * SS * TAY CJ CO TRMA PTSD SMI * STU * TCC * SMON * CHLD YAD ADLT SNR * AH SP * VAPN * COOT FPSY CM SPS,27.7465000000,-82.6897000000
West Coast Behavioral Healthcare,,1751 1st Avenue North,,Saint Petersburg,FL,33713,727-471-8087,,,,,SA MH SUMH * OP * OMH * CBT CRT CFT GT IDD * PVTP * MHC * OSF SF * CO DV TRMA * SMPD * YAD ADLT SNR * VPPD * COOT CM IPC,27.7890000000,-82.6779000000
True Health,,4930 East Lake Mary Boulevard,,Sanford,FL,32771,407-322-8645,,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CRT CFT DBT EMDR GT IDD IPT TELE * CIT PEON PEOFF * PVTN * FQHC * CLF CMHG CSBG FG ITU MC MD MI OSF PI PCF SCJJ SEF SF SI SMHA SWFS VAF * PA SS * TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI ALZ PED PEFP PTSD SED SMI * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMPD * CHLD YAD ADLT SNR * AH SP * VPPD * ACT AOT CDM COOT DEC FPSY ICM IMR CM IPC SPS,28.8013000000,-81.2850000000
Oasis Health Services LLC,,- - -,,Santa Rosa Beach,FL,32459,509-381-6035,,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT DBT IDD IPT TELE * PVTP * MHC * CLF CMHG CSBG MC MD MI OSF PI PCF SCJJ SEF SF SI SMHA SWFS VAF * TAY SE GL VET ADM MF CJ CO HV DV TRMA ALZ PED PEFP PTSD SED SMI * STU * HIVT STDT MST LABT * TCC * SMOP * CHLD YAD ADLT SNR * VAPP * AOT CDM COOT DEC FPSY IMR PRS IPC SPS ES,30.3659000000,-86.2458000000
Clean Recovery Centers,,6000 Deacon Place,,Sarasota,FL,34238,813-669-7010,,,,,SA MH SUMH * OP PHDT * PH * NRT * AT CBT CFT GT IDD IPT * CIT * PVTP * MI PI SF * CO TRMA PTSD * STU * HS PEER * TCC * SMPD * YAD ADLT SNR * VPPD * ACT DEC FPSY PRS CM ES,27.2427000000,-82.4751000000
Florida Center for Early Childhood,,4620 17th Street,,Sarasota,FL,34235,941-371-8820,941-371-8820 x1916,941-371-8820 x1000,,,MH SUMH * OP * OMH * AT CBT CFT GT IPT TELE * PVTN * CLF MD MI OSF PI SEF SF SI SMHA SWFS * PA SS * GL TRMA PTSD SED * SMON * CHLD * AH SP * VAPN * COOT FPSY CM SPS,27.3672000000,-82.4848000000
Prodigal Daughters Journey Home,,- - -,,Sarasota,FL,34243,941-351-0652,,,,,SA MH SUMH * HI RES * RTCA * CBT GT IDD IPT * PVTN * PCF * PA * CJ CO DV * SMON * CHLD YAD ADLT * SP * VAPN * DEC PRS CM ES,27.4072000000,-82.5303000000
Guest House Ocala,,3230 NE 55th Avenue,,Silver Springs,FL,34488,855-483-7800,352-812-2780,800-483-7800 x1,,,SA MH SUMH * PHDT RES * RTCA * NRT NSC * AT CBT CFT DBT EMDR GT IDD IPT TELE AIM * PVTP * PI SF * GL CO TRMA PED PTSD * STU * HIVT STDT TBS MST LABT * SMPD * YAD ADLT SNR * VPPD * FPSY CM,29.2635000000,-81.9532000000
Springbrook Hospital,,7007 Grove Road,,Spring Hill,FL,34609,352-596-4306,352-596-4306 x280,,,,SA MH SUMH * HI PHDT * PSY * CHLOR FLUPH HALOP PERPH THIOT THIOR ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT AIM * CIT PEON WI * PVTP * ITU MC MI PI SF SI * SE GL VET CO DV TRMA TBI ALZ PED PEFP PTSD SMI * STU * MST LABT * TCC * SMPD * YAD ADLT SNR * AH SP * VAPN * COOT DEC FPSY CM,28.4794000000,-82.5083000000
Springbrook Partial Hosp Program,,7074 Grove Road,,Spring Hill,FL,34609,352-597-8877,,352-596-4306 x224,,,MH * PHDT * PH * CHLOR FLUPH HALOP PERPH THIOT THIOR ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT DBT GT IPT * WI * PVTP * MC PI SF SI * SE VET TRMA PTSD SMI * SMPD * YAD ADLT SNR * AH SP * VAPN * DEC FPSY,28.4794000000,-82.5083000000
Meridian Behavioral Healthcare Inc,Bradford County Clinic,945 Grand Street,,Starke,FL,32091,904-964-8382,352-374-5600,800-330-5615,,,SA MH SUMH * OP * CBHC * ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * CIT PEOFF * PVTN * CLF CMHG CSBG MC MD MI OSF PI SCJJ SF SI SMHA SWFS VAF * SS * VET ADM MF CJ CO TRMA PTSD * STU * HS PEER * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT CM SPS,29.9583000000,-82.1185000000
Legacy Behavioral Health Center,,701 NW Federal Highway,Suite 101,Stuart,FL,34994,772-497-0049,,,,,SA MH * OP * OMH * AT CBT CFT DBT GT IPT TELE * PVTP * MD OSF SF * PA SS * TAY SE GL CO TRMA ALZ PTSD SED SMI * SMOP * CHLD YAD ADLT SNR * AH SP FX * F19 F28 F36 F67 * VAPP,27.1968000000,-80.2538000000
New Horizons of the Treasure Coast,Outpatient Mental Health and Substance,1111 SE Federal Highway,Suite 230,Stuart,FL,34994,772-221-4088,,,,,SA MH SUMH * OP * OMH * FLUPH HALOP PERPH PIMOZ ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT IDD IPT TELE * CIT PEOFF * PVTN * CLF CMHG CSBG ITU MC MD MI OSF PI SF SI SMHA VAF * TAY SE GL VET ADM MF CJ CO HV DV TRMA PEFP PTSD SED SMI * STU * SMPD * CHLD YAD ADLT SNR * AH * VPPD * ACT COOT ICM IMR PRS CM,27.1968000000,-80.2538000000
Suncoast Mental Health Center,Martin,850 NW Federal Highway,Unit 125,Stuart,FL,34994,772-221-8585,,,,,MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH ARIPI ASENA BREXP CARIP ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT GT IPT TELE * PVTN * MD PI SF SMHA * SMON * CHLD YAD ADLT SNR * AH SP * VAPN * ACT COOT FPSY CM SPS,27.1968000000,-80.2538000000
LifeStream Behavioral Center,Phoenix House,411 U.S. Highway 301,,Sumterville,FL,33585,352-315-7500,352-793-7002,,,,MH SUMH * RES * RTCA * AT CBT GT IPT AIM * PVTN * CLF CMHG MC MD PI SF SMHA * SS * TRMA PTSD SMI * STU * SMON * YAD ADLT SNR * AH * VAPN * IMR PRS CM,28.7356000000,-82.0616000000
Apalachee Center Inc,Eastside Psychiatric Hospital,2634 Capital Circle NE,"2nd Floor, Suite B-2",Tallahassee,FL,32308,850-523-3333 x3245,850-523-3333 x4301,,,,SA MH SUMH * HI * PSY * CHLOR FLUPH HALOP LOXAP PERPH ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT GT IDD IPT TELE * CIT PEON PEOFF WI * PVTN * MC MD MI PI SF * SS * TAY CJ CO SED SMI * STU * TBS MST LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT IMR PRS CM SPS,30.4771000000,-84.2246000000
Apalachee Center Inc,Lower Level K,2634 Capital Circle NE,Lower Level K,Tallahassee,FL,32308,850-523-3333,,,,,MH SUMH * RES * RTCA * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ THIOT ARIPI ASENA BREXP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT GT IDD TELE * CIT PEON PEOFF * PVTN * MC MD OSF * SS * CJ CO SMI * STU * MST LABT * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * IMR PRS CM IPC SPS,30.4771000000,-84.2246000000
