"GEOID","NAME","populationE","populationM","med_incE","med_incM","whiteE","whiteM","blackE","blackM","nativeE","nativeM","asianE","asianM","total_raceE","total_raceM","poverty_totalE","poverty_totalM","poverty_belowE","poverty_belowM","white_pct","black_pct","native_pct","asian_pct","poverty_rate_pct"
"36047001804","Census Tract 18.04; Kings County; New York",0,13,NA,NA,0,13,0,13,0,13,0,13,0,13,0,13,0,13,NA,NA,NA,NA,NA
"36047002000","Census Tract 20; Kings County; New York",1899,552,77969,31911,396,222,48,57,174,167,254,108,1899,552,1899,552,231,172,20.8530805687204,2.52764612954186,9.16271721958926,13.3754607688257,12.1642969984202
"36047002100","Census Tract 21; Kings County; New York",5938,1017,250001,NA,4425,828,171,163,0,19,917,596,5938,1017,5938,1017,422,352,74.520040417649,2.87975749410576,0,15.4429100707309,7.10676995621421
"36047002200","Census Tract 22; Kings County; New York",4224,810,40708,5790,1705,725,214,131,25,38,336,144,4224,810,4213,810,1080,617,40.3645833333333,5.06628787878788,0.59185606060606,7.95454545454545,25.6349394730596
"36047002300","Census Tract 23; Kings County; New York",4025,723,21841,5839,203,180,1794,600,41,51,735,412,4025,723,3852,750,1768,747,5.04347826086957,44.5714285714286,1.01863354037267,18.2608695652174,45.8982346832814
"36047002901","Census Tract 29.01; Kings County; New York",3974,551,22943,5845,247,83,1951,519,83,142,879,312,3974,551,3911,537,1839,524,6.21540010065425,49.0941117262204,2.08857574232511,22.1187720181178,47.0212221938123
"36047003000","Census Tract 30; Kings County; New York",1738,276,122861,16651,1114,261,19,19,0,13,519,276,1738,276,1738,276,92,49,64.09666283084,1.09321058688147,0,29.8619102416571,5.29344073647871
"36047003101","Census Tract 31.01; Kings County; New York",3598,412,173466,36167,1674,355,705,170,0,13,841,221,3598,412,2785,414,209,101,46.5258476931629,19.5942190105614,0,23.3740967204002,7.50448833034111
"36047003102","Census Tract 31.02; Kings County; New York",0,13,NA,NA,0,13,0,13,0,13,0,13,0,13,0,13,0,13,NA,NA,NA,NA,NA
"36047003300","Census Tract 33; Kings County; New York",4518,527,125778,26910,1741,256,1320,330,37,59,545,152,4518,527,4518,527,637,299,38.5347498893316,29.2164674634794,0.818946436476317,12.0628596724214,14.0991589198761
"36047003400","Census Tract 34; Kings County; New York",3566,574,103971,19576,2285,508,69,60,0,13,683,159,3566,574,3515,565,161,92,64.0773976444195,1.93494111048794,0,19.1531127313517,4.58036984352774
"36047003500","Census Tract 35; Kings County; New York",2194,259,142813,26327,1163,195,523,164,0,13,247,111,2194,259,2181,260,223,96,53.0082041932543,23.8377392889699,0,11.2579762989973,10.2246675836772
"36047003600","Census Tract 36; Kings County; New York",3792,446,85183,12135,2466,422,155,139,0,13,559,222,3792,446,3788,446,545,312,65.0316455696203,4.08755274261603,0,14.7415611814346,14.3875395987328
"36047003700","Census Tract 37; Kings County; New York",4085,451,169709,21416,2252,387,367,241,9,14,1099,331,4085,451,4012,451,344,217,55.1285189718482,8.98408812729498,0.2203182374541,26.9033047735618,8.57427716849452
"36047003800","Census Tract 38; Kings County; New York",1514,350,142644,75810,938,302,5,9,0,13,467,317,1514,350,1514,350,111,84,61.9550858652576,0.330250990752972,0,30.8454425363276,7.33157199471598
"36047003900","Census Tract 39; Kings County; New York",2523,437,136307,22235,1445,268,163,88,21,32,300,134,2523,437,2523,437,380,235,57.273087594134,6.46056282203726,0.832342449464923,11.8906064209275,15.0614347998415
"36047004100","Census Tract 41; Kings County; New York",3445,432,214275,16409,2676,432,294,122,44,74,172,74,3445,432,3228,432,352,114,77.677793904209,8.53410740203193,1.27721335268505,4.99274310595065,10.90458488228
"36047004300","Census Tract 43; Kings County; New York",3880,377,162500,30021,2434,372,392,118,0,13,566,175,3880,377,3795,378,407,196,62.7319587628866,10.1030927835052,0,14.5876288659794,10.7246376811594
"36047004400","Census Tract 44; Kings County; New York",2269,271,135474,10227,1967,288,59,41,0,13,153,81,2269,271,2269,271,107,88,86.6901718818863,2.60026443367122,0,6.74305861613045,4.71573380343764
"36047004500","Census Tract 45; Kings County; New York",3450,562,165714,9753,2511,368,382,247,0,13,241,103,3450,562,3449,561,169,72,72.7826086956522,11.0724637681159,0,6.98550724637681,4.89997100608872
"36047004600","Census Tract 46; Kings County; New York",1239,221,NA,NA,1102,216,0,13,0,13,137,126,1239,221,1239,221,116,137,88.9426957223567,0,0,11.0573042776433,9.36238902340597
"36047004700","Census Tract 47; Kings County; New York",2016,315,145417,75306,1151,261,124,71,0,13,123,55,2016,315,2014,315,145,66,57.093253968254,6.15079365079365,0,6.10119047619048,7.19960278053625
"36047004900","Census Tract 49; Kings County; New York",2839,412,160694,31471,1977,419,325,161,0,13,90,44,2839,412,2499,411,251,112,69.6371961958436,11.4476928495949,0,3.17013032758013,10.0440176070428
"36047005000","Census Tract 50; Kings County; New York",2409,371,127431,38779,1917,352,72,80,0,13,310,198,2409,371,2409,371,152,113,79.5765877957659,2.98879202988792,0,12.8684101286841,6.30967206309672
"36047005100","Census Tract 51; Kings County; New York",2797,605,167650,43271,2068,549,59,61,0,13,264,97,2797,605,2793,606,172,99,73.936360386128,2.10940293171255,0,9.43868430461209,6.15825277479413
"36047005201","Census Tract 52.01; Kings County; New York",1680,270,22625,20655,1190,215,17,19,0,13,374,129,1680,270,1680,270,439,132,70.8333333333333,1.01190476190476,0,22.2619047619048,26.1309523809524
"36047005202","Census Tract 52.02; Kings County; New York",2960,310,103673,14070,2580,306,36,43,0,13,161,96,2960,310,2955,310,244,146,87.1621621621622,1.21621621621622,0,5.43918918918919,8.25719120135364
"36047005301","Census Tract 53.01; Kings County; New York",2352,445,166302,25301,1665,261,435,361,3,7,87,51,2352,445,2344,445,197,91,70.7908163265306,18.4948979591837,0.127551020408163,3.69897959183673,8.40443686006826
"36047005302","Census Tract 53.02; Kings County; New York",93,77,129659,27435,48,28,0,13,0,13,4,6,93,77,93,77,4,6,51.6129032258064,0,0,4.3010752688172,4.3010752688172
"36047005303","Census Tract 53.03; Kings County; New York",0,13,NA,NA,0,13,0,13,0,13,0,13,0,13,0,13,0,13,NA,NA,NA,NA,NA
"36047005400","Census Tract 54; Kings County; New York",3234,489,79370,10907,2316,336,124,163,0,13,488,226,3234,489,3234,489,240,113,71.6141001855288,3.83426097711812,0,15.0896722325294,7.42115027829314
"36047005601","Census Tract 56.01; Kings County; New York",2683,503,72788,26249,1742,372,300,406,0,13,496,413,2683,503,2683,503,337,395,64.9273201639955,11.1815132314573,0,18.4867685426761,12.5605665300037
"36047005602","Census Tract 56.02; Kings County; New York",1730,312,97750,21156,1364,286,28,25,0,13,184,110,1730,312,1730,312,54,31,78.8439306358381,1.61849710982659,0,10.635838150289,3.12138728323699
"36047005800","Census Tract 58; Kings County; New York",3068,449,73483,9708,2253,394,0,13,0,13,347,146,3068,449,3068,449,204,112,73.4354628422425,0,0,11.3102998696219,6.64928292046936
"36047005900","Census Tract 59; Kings County; New York",1261,177,103578,17587,779,154,173,120,25,38,32,36,1261,177,1257,177,138,68,61.776367961935,13.7192704203013,1.98255352894528,2.53766851704996,10.9785202863962
"36047006000","Census Tract 60; Kings County; New York",3281,596,69583,31857,2049,475,0,13,42,48,364,181,3281,596,3281,596,179,137,62.450472416946,0,1.28009753124048,11.0941786040841,5.45565376409631
"36047006200","Census Tract 62; Kings County; New York",2729,628,74698,14008,1817,650,46,37,0,13,371,187,2729,628,2710,627,503,260,66.5811652620007,1.68559912055698,0,13.5947233418835,18.5608856088561
"36047006300","Census Tract 63; Kings County; New York",2129,315,175813,18860,1657,287,27,28,0,13,117,72,2129,315,2129,315,146,107,77.829967120714,1.26820103334899,0,5.49553781117896,6.85767966181306
"36047006400","Census Tract 64; Kings County; New York",3396,410,82439,23267,2544,432,22,26,0,13,273,156,3396,410,3392,410,561,364,74.9116607773852,0.647820965842167,0,8.03886925795053,16.5389150943396
"36047006500","Census Tract 65; Kings County; New York",5723,1205,178041,29505,4717,1173,48,53,0,19,238,148,5723,1205,5722,1205,151,90,82.4218067447143,0.838720950550411,0,4.15865804647912,2.63893743446347
"36047006600","Census Tract 66; Kings County; New York",4032,458,90074,27454,2516,350,147,105,53,62,599,192,4032,458,4027,459,764,324,62.4007936507937,3.64583333333333,1.31448412698413,14.8561507936508,18.9719394089893
"36047006700","Census Tract 67; Kings County; New York",4036,566,218393,48680,3442,558,64,60,0,13,133,76,4036,566,4024,564,166,152,85.2824578790882,1.58572844400396,0,3.29534192269574,4.12524850894632
"36047006800","Census Tract 68; Kings County; New York",4027,784,63010,18505,2078,546,237,280,0,13,653,212,4027,784,3990,775,698,359,51.6016886019369,5.88527439781475,0,16.2155450707723,17.4937343358396
"36047006901","Census Tract 69.01; Kings County; New York",1842,261,139384,29396,1563,250,33,28,0,13,104,60,1842,261,1780,233,180,105,84.8534201954397,1.79153094462541,0,5.64603691639522,10.1123595505618
"36047006902","Census Tract 69.02; Kings County; New York",2023,318,250001,NA,1523,243,64,77,0,13,94,55,2023,318,2023,318,95,85,75.2842313395947,3.16361838853188,0,4.6465645081562,4.69599604547701
"36047007000","Census Tract 70; Kings County; New York",2595,400,81755,15327,1511,370,56,51,0,13,206,111,2595,400,2595,400,178,99,58.2273603082852,2.15799614643545,0,7.9383429672447,6.85934489402698
"36047007100","Census Tract 71; Kings County; New York",4632,769,55521,23336,1380,279,1716,701,0,13,280,220,4632,769,4632,769,1167,547,29.7927461139896,37.0466321243523,0,6.04490500863558,25.1943005181347
"36047007200","Census Tract 72; Kings County; New York",1789,345,63352,20972,331,179,53,37,44,60,452,205,1789,345,1788,345,461,276,18.5019564002236,2.96254891000559,2.45947456679709,25.2655114589156,25.7829977628635
"36047007400","Census Tract 74; Kings County; New York",5634,1022,70508,7907,1447,504,90,111,155,150,1607,597,5634,1022,5582,1013,1229,702,25.6833510827121,1.59744408945687,2.75115370962016,28.523251686191,22.0171981368685
"36047007500","Census Tract 75; Kings County; New York",4813,799,150854,49948,3701,739,107,113,0,13,363,218,4813,799,4813,799,370,236,76.8959069187617,2.22314564720549,0,7.54207355079992,7.68751298566383
"36047007600","Census Tract 76; Kings County; New York",4882,1303,57147,14453,1452,765,199,250,42,65,1147,531,4882,1303,4881,1303,815,339,29.7419090536665,4.07619827939369,0.8603031544449,23.4944694797214,16.6973980741651
"36047007700","Census Tract 77; Kings County; New York",5639,772,199067,38141,4554,758,126,119,98,101,410,214,5639,772,5639,772,235,111,80.7589998226636,2.23443873027132,1.73789679021103,7.27079269374002,4.16740556836318
"36047007800","Census Tract 78; Kings County; New York",5715,795,66029,22960,2051,560,203,144,242,196,419,230,5715,795,5649,809,1170,600,35.8880139982502,3.55205599300088,4.2344706911636,7.33158355205599,20.7116303770579
"36047008000","Census Tract 80; Kings County; New York",3532,616,75125,18954,1709,491,93,74,46,56,231,121,3532,616,3502,613,521,270,48.3861834654587,2.63306908267271,1.30237825594564,6.54020385050963,14.8772130211308
"36047008200","Census Tract 82; Kings County; New York",3748,579,44013,11040,918,212,423,450,0,13,347,127,3748,579,3747,579,1059,361,24.4930629669157,11.2860192102455,0,9.25827107790822,28.2626100880705
"36047008400","Census Tract 84; Kings County; New York",3703,795,97232,31677,1219,294,144,128,103,126,220,135,3703,795,3636,755,550,291,32.9192546583851,3.88873886038347,2.78152849041318,5.94112881447475,15.1265126512651
"36047008500","Census Tract 85; Kings County; New York",7417,1467,21988,7948,682,344,3897,1226,0,19,368,221,7417,1467,7417,1467,3590,896,9.19509235539976,52.54145881084,0,4.96157476068491,48.402318996899
"36047008600","Census Tract 86; Kings County; New York",0,13,NA,NA,0,13,0,13,0,13,0,13,0,13,0,13,0,13,NA,NA,NA,NA,NA
"36047008800","Census Tract 88; Kings County; New York",2502,546,64741,33185,846,265,486,377,218,234,448,316,2502,546,2478,532,231,171,33.8129496402878,19.4244604316547,8.71302957633893,17.9056754596323,9.32203389830508
"36047009001","Census Tract 90.01; Kings County; New York",1319,206,44026,6113,401,255,30,35,0,13,139,100,1319,206,1182,250,158,112,30.4018195602729,2.27445034116755,0,10.538286580743,13.3671742808799
"36047009002","Census Tract 90.02; Kings County; New York",1405,596,49565,19772,216,93,0,13,0,13,463,166,1405,596,1393,596,196,108,15.373665480427,0,0,32.9537366548043,14.070351758794
"36047009201","Census Tract 92.01; Kings County; New York",2030,396,76688,43438,330,186,33,53,0,13,1413,393,2030,396,2017,399,485,249,16.256157635468,1.6256157635468,0,69.6059113300493,24.0456122954884
"36047009202","Census Tract 92.02; Kings County; New York",3572,682,52775,7437,1084,646,173,128,75,87,949,268,3572,682,3572,682,755,589,30.3471444568869,4.84322508398656,2.0996640537514,26.5677491601344,21.1366181410974
"36047009401","Census Tract 94.01; Kings County; New York",2215,365,47104,21575,233,111,0,13,0,13,1480,407,2215,365,2156,338,900,354,10.5191873589165,0,0,66.8171557562077,41.7439703153989
"36047009402","Census Tract 94.02; Kings County; New York",3077,541,71375,28851,623,299,66,102,57,59,1967,598,3077,541,3076,540,546,280,20.2469938251544,2.14494637634059,1.85245368865778,63.9259018524537,17.7503250975293
"36047009600","Census Tract 96; Kings County; New York",6041,670,75134,11424,1450,394,161,153,94,110,2019,462,6041,670,6015,661,1191,398,24.0026485681179,2.66512166859791,1.5560337692435,33.421618937262,19.8004987531172
"36047009800","Census Tract 98; Kings County; New York",6876,853,59342,10200,425,207,203,180,0,19,3182,551,6876,853,6718,816,1651,500,6.18091913903432,2.95229784758581,0,46.2769051774287,24.5757665972015
"36047010000","Census Tract 100; Kings County; New York",5585,1187,64107,26102,687,341,122,101,0,19,2236,455,5585,1187,5585,1187,928,358,12.3008057296329,2.18442256042972,0,40.0358102059087,16.6159355416294
"36047010100","Census Tract 101; Kings County; New York",4372,642,118906,70869,2107,564,185,144,105,166,283,213,4372,642,4305,650,567,307,48.1930466605672,4.23147301006404,2.40164684354986,6.47301006404392,13.1707317073171
"36047010200","Census Tract 102; Kings County; New York",5181,924,61643,3639,502,284,59,80,69,101,3282,894,5181,924,5121,923,1089,421,9.68924917969504,1.13877629801197,1.3317892298784,63.346844238564,21.2653778558875
"36047010401","Census Tract 104.01; Kings County; New York",2101,453,54250,20163,178,120,66,69,0,13,1670,442,2101,453,2066,441,561,310,8.47215611613517,3.1413612565445,0,79.4859590671109,27.1539206195547
"36047010402","Census Tract 104.02; Kings County; New York",2131,597,31645,13357,272,188,25,36,0,13,1736,597,2131,597,2109,593,1038,582,12.7639605818864,1.1731581417175,0,81.4641013608634,49.2176386913229
"36047010601","Census Tract 106.01; Kings County; New York",2330,533,43625,23338,78,86,24,37,289,303,1768,419,2330,533,2330,533,852,358,3.34763948497854,1.03004291845494,12.4034334763949,75.8798283261803,36.5665236051502
"36047010602","Census Tract 106.02; Kings County; New York",2253,741,63232,13485,127,115,0,13,0,13,2080,793,2253,741,2253,741,460,287,5.63692853972481,0,0,92.3213493120284,20.4172214824678
"36047010801","Census Tract 108.01; Kings County; New York",1915,391,68900,17127,204,141,30,42,0,13,1361,406,1915,391,1915,391,427,229,10.6527415143603,1.56657963446475,0,71.0704960835509,22.2976501305483
"36047010802","Census Tract 108.02; Kings County; New York",2446,713,59145,27743,134,87,44,44,0,13,1997,714,2446,713,2446,713,804,403,5.47833197056419,1.7988552739166,0,81.6434995911693,32.8699918233851
"36047011000","Census Tract 110; Kings County; New York",2429,654,77500,10309,1035,276,16,25,0,13,812,635,2429,654,2399,647,370,259,42.6101276245368,0.658707286949362,0,33.4293948126801,15.4230929553981
"36047011200","Census Tract 112; Kings County; New York",6029,1067,52172,16177,2713,909,91,85,124,202,1146,424,6029,1067,6029,1067,1564,606,44.9991706750705,1.50937137170343,2.0567258251783,19.0081273843092,25.9412837949909
"36047011400","Census Tract 114; Kings County; New York",3860,889,67955,22479,2087,660,484,334,0,13,1016,379,3860,889,3304,880,1017,735,54.0673575129534,12.5388601036269,0,26.3212435233161,30.7808716707022
"36047011600","Census Tract 116; Kings County; New York",3368,783,47197,7432,204,116,36,52,0,13,2823,821,3368,783,3368,783,972,448,6.05700712589074,1.06888361045131,0,83.8182897862233,28.8598574821853
"36047011700","Census Tract 117; Kings County; New York",3004,633,118393,27158,1399,271,178,117,0,13,370,232,3004,633,2943,623,356,215,46.5712383488682,5.9254327563249,0,12.3169107856192,12.0965001698947
"36047011800","Census Tract 118; Kings County; New York",1806,293,61842,7290,177,64,13,30,0,13,1512,307,1806,293,1806,293,337,160,9.80066445182724,0.719822812846069,0,83.7209302325581,18.6600221483942
"36047011901","Census Tract 119.01; Kings County; New York",1431,213,134167,48618,903,200,65,61,0,13,179,126,1431,213,1417,225,143,93,63.1027253668763,4.54227812718379,0,12.5087351502446,10.0917431192661
"36047011902","Census Tract 119.02; Kings County; New York",0,13,NA,NA,0,13,0,13,0,13,0,13,0,13,0,13,0,13,NA,NA,NA,NA,NA
"36047012000","Census Tract 120; Kings County; New York",1218,363,69030,5302,37,48,0,13,0,13,1115,348,1218,363,1204,361,228,128,3.03776683087028,0,0,91.543513957307,18.936877076412
"36047012100","Census Tract 121; Kings County; New York",1953,476,114552,8720,1409,485,131,85,0,13,107,59,1953,476,1953,476,187,111,72.1454173067076,6.70762928827445,0,5.47875064004096,9.57501280081925
"36047012200","Census Tract 122; Kings County; New York",5183,962,54038,30942,670,259,74,100,0,19,2427,672,5183,962,5183,962,1436,590,12.9268763264519,1.42774454948871,0,46.8261624541771,27.7059617981864
"36047012600","Census Tract 126; Kings County; New York",2664,420,58643,12655,924,294,46,54,17,28,1031,293,2664,420,2664,420,673,214,34.6846846846847,1.72672672672673,0.638138138138138,38.7012012012012,25.2627627627628
"36047012700","Census Tract 127; Kings County; New York",3828,436,117627,27134,1511,393,1091,420,8,13,327,178,3828,436,3788,436,534,172,39.4723092998955,28.5005224660397,0.208986415882968,8.5423197492163,14.0971488912355
"36047012801","Census Tract 128.01; Kings County; New York",2080,326,65313,18299,672,230,4,10,9,13,1252,249,2080,326,2080,326,502,195,32.3076923076923,0.192307692307692,0.432692307692308,60.1923076923077,24.1346153846154
"36047012901","Census Tract 129.01; Kings County; New York",2614,439,232530,37552,1627,420,308,162,0,13,252,119,2614,439,2599,439,158,122,62.2417750573833,11.7827084927314,0,9.64039785768936,6.07926125432859
"36047012902","Census Tract 129.02; Kings County; New York",3056,416,148438,25286,1676,338,452,172,0,13,394,171,3056,416,3049,416,333,168,54.8429319371728,14.7905759162304,0,12.8926701570681,10.9216136438176
"36047013000","Census Tract 130; Kings County; New York",4949,775,80246,10230,2783,728,231,113,0,13,535,207,4949,775,4927,775,593,241,56.2335825419277,4.66760961810467,0,10.8102646999394,12.0357215344023
"36047013100","Census Tract 131; Kings County; New York",3581,581,134479,56040,2334,430,560,235,0,13,263,116,3581,581,3576,582,279,129,65.1773247696174,15.638089919017,0,7.34431722982407,7.80201342281879
"36047013200","Census Tract 132; Kings County; New York",2480,641,93750,31345,1114,470,74,100,0,13,1002,299,2480,641,2475,641,483,300,44.9193548387097,2.98387096774194,0,40.4032258064516,19.5151515151515
"36047013300","Census Tract 133; Kings County; New York",4517,558,213227,25688,3466,544,177,103,0,13,318,194,4517,558,4498,555,105,58,76.7323444764224,3.91852999778614,0,7.04007084348019,2.33437083148066
"36047013400","Census Tract 134; Kings County; New York",4343,688,108654,25764,2803,616,95,57,0,13,873,334,4343,688,4300,684,463,424,64.5406401105227,2.18742804513009,0,20.1013124568271,10.7674418604651
"36047013500","Census Tract 135; Kings County; New York",3985,572,210667,35944,2812,545,187,160,0,13,498,167,3985,572,3985,572,111,81,70.564617314931,4.69259723964868,0,12.4968632371393,2.78544542032622
"36047013600","Census Tract 136; Kings County; New York",3973,630,104191,38578,2684,497,33,49,0,13,454,200,3973,630,3960,631,335,224,67.5560030203876,0.830606594512962,0,11.4271331487541,8.45959595959596
"36047013700","Census Tract 137; Kings County; New York",3411,470,158594,25901,2347,421,314,183,26,40,206,76,3411,470,3342,452,202,97,68.8068015244796,9.20551158018177,0.762239812371739,6.039284667253,6.04428485936565
"36047013800","Census Tract 138; Kings County; New York",3670,621,93117,15843,2471,560,75,85,231,204,330,151,3670,621,3662,621,304,129,67.3297002724796,2.04359673024523,6.29427792915531,8.99182561307902,8.30147460404151
"36047013900","Census Tract 139; Kings County; New York",3412,514,163125,16398,2318,445,391,239,9,17,198,96,3412,514,3372,514,122,78,67.936694021102,11.4595545134818,0.263774912075029,5.80304806565064,3.61803084223013
"36047014000","Census Tract 140; Kings County; New York",1831,394,55250,19019,1395,367,30,75,0,13,305,136,1831,394,1830,394,333,329,76.1878754778809,1.63844893500819,0,16.6575641725833,18.1967213114754
"36047014101","Census Tract 141.01; Kings County; New York",1178,184,142750,34078,657,161,61,36,0,13,222,78,1178,184,1177,183,141,63,55.7724957555178,5.17826825127334,0,18.8455008488964,11.9796091758709
"36047014102","Census Tract 141.02; Kings County; New York",1805,462,127768,66060,1101,293,15,19,0,13,251,243,1805,462,1805,462,69,65,60.9972299168975,0.831024930747922,0,13.9058171745152,3.82271468144044
"36047014200","Census Tract 142; Kings County; New York",3496,495,80476,10994,1932,461,162,229,15,22,632,274,3496,495,3496,495,475,209,55.2631578947368,4.63386727688787,0.429061784897025,18.0778032036613,13.5869565217391
"36047014300","Census Tract 143; Kings County; New York",3882,687,122344,31247,2155,377,246,209,25,36,286,214,3882,687,3875,687,394,289,55.5126223596085,6.33693972179289,0.643997939206595,7.36733642452344,10.1677419354839
"36047014500","Census Tract 145; Kings County; New York",4367,586,112596,37418,3046,624,130,93,0,13,352,149,4367,586,4367,586,232,119,69.7504007327685,2.97687199450424,0,8.06045340050378,5.31257155942294
"36047014700","Census Tract 147; Kings County; New York",2404,421,133194,35112,1737,256,24,24,6,9,135,78,2404,421,2404,421,231,139,72.2545757071547,0.998336106489185,0.249584026622296,5.61564059900166,9.6089850249584
"36047014800","Census Tract 148; Kings County; New York",1202,279,71250,34947,863,220,0,13,0,13,229,165,1202,279,1185,274,159,129,71.7970049916805,0,0,19.0515806988353,13.4177215189873
"36047014901","Census Tract 149.01; Kings County; New York",1644,248,143859,47956,1291,290,41,93,0,13,94,67,1644,248,1644,248,110,44,78.5279805352798,2.49391727493917,0,5.71776155717762,6.69099756690998
"36047014902","Census Tract 149.02; Kings County; New York",4275,731,142625,55724,3107,731,10,7,0,13,433,260,4275,731,4271,731,334,287,72.6783625730994,0.233918128654971,0,10.1286549707602,7.82018262701943
"36047015000","Census Tract 150; Kings County; New York",1711,356,78235,49335,1213,338,3,5,0,13,376,156,1711,356,1693,348,212,137,70.8942139099941,0.175336060783168,0,21.9754529514904,12.5221500295334
"36047015100","Census Tract 151; Kings County; New York",4149,452,192411,39802,3476,473,42,36,0,13,293,116,4149,452,4134,450,100,61,83.7792239093758,1.01229211858279,0,7.06194263677995,2.41896468311563
"36047015200","Census Tract 152; Kings County; New York",2638,448,87667,28102,1493,413,146,78,0,13,669,164,2638,448,2494,448,326,185,56.5959059893859,5.53449583017437,0,25.3601213040182,13.0713712910986
"36047015300","Census Tract 153; Kings County; New York",2645,289,138182,56428,1927,251,86,61,26,39,226,109,2645,289,2551,287,173,114,72.8544423440454,3.25141776937618,0.982986767485822,8.54442344045369,6.78165425323403
"36047015400","Census Tract 154; Kings County; New York",0,13,NA,NA,0,13,0,13,0,13,0,13,0,13,0,13,0,13,NA,NA,NA,NA,NA
"36047015500","Census Tract 155; Kings County; New York",3693,439,215583,70370,2872,396,144,125,113,144,194,142,3693,439,3692,439,160,135,77.768751692391,3.89926888708367,3.05984294611427,5.25318169509884,4.33369447453954
"36047015700","Census Tract 157; Kings County; New York",4996,765,186686,44897,3499,754,444,323,0,13,516,305,4996,765,4996,765,14,30,70.0360288230584,8.8871096877502,0,10.3282626100881,0.280224179343475
"36047015900","Census Tract 159; Kings County; New York",5232,677,203936,38736,3868,818,319,199,0,19,431,242,5232,677,5226,677,308,159,73.9296636085627,6.09709480122324,0,8.23776758409786,5.89360887868351
"36047016000","Census Tract 160; Kings County; New York",4603,716,96411,21312,2539,644,212,168,34,53,883,282,4603,716,4603,716,411,198,55.1596784705627,4.6056919400391,0.738648707364762,19.1831414295025,8.9289593743211
"36047016100","Census Tract 161; Kings County; New York",3729,392,168594,28307,2445,449,315,229,0,13,309,124,3729,392,3686,398,71,54,65.5671761866452,8.4473049074819,0,8.2864038616251,1.9262072707542
"36047016200","Census Tract 162; Kings County; New York",2289,387,87446,25521,1265,253,117,126,217,198,121,93,2289,387,2250,383,375,204,55.2643075578855,5.11140235910878,9.48012232415902,5.28615115771079,16.6666666666667
"36047016300","Census Tract 163; Kings County; New York",4004,608,145481,41016,2705,621,669,230,2,4,258,110,4004,608,4004,608,299,168,67.5574425574426,16.7082917082917,0.04995004995005,6.44355644355644,7.46753246753247
"36047016400","Census Tract 164; Kings County; New York",997,272,136583,25223,606,228,239,188,0,13,87,73,997,272,813,273,0,13,60.7823470411234,23.9719157472417,0,8.72617853560682,0
"36047016500","Census Tract 165; Kings County; New York",6356,810,241579,22163,4742,789,175,158,61,90,629,293,6356,810,6356,810,413,233,74.6066708621775,2.75330396475771,0.959723096286973,9.89616110761485,6.49779735682819
"36047016600","Census Tract 166; Kings County; New York",1830,266,130417,41961,1437,247,0,13,0,13,218,107,1830,266,1830,266,80,59,78.5245901639344,0,0,11.9125683060109,4.37158469945355
"36047016700","Census Tract 167; Kings County; New York",4756,687,207095,28766,3545,597,63,60,0,13,797,523,4756,687,4743,686,184,120,74.5374264087468,1.3246425567704,0,16.757779646762,3.87940122285473
"36047016800","Census Tract 168; Kings County; New York",2122,434,111673,16270,1410,451,0,13,0,13,615,288,2122,434,2122,434,153,104,66.4467483506126,0,0,28.9820923656927,7.21017907634307
"36047016900","Census Tract 169; Kings County; New York",5635,999,155873,22508,4802,886,43,50,0,19,491,238,5635,999,5438,957,596,608,85.2173913043478,0.763087843833185,0,8.7133984028394,10.9599117322545
"36047017000","Census Tract 170; Kings County; New York",3417,597,98095,19670,1599,534,82,91,0,13,1365,298,3417,597,3403,594,482,212,46.7954345917471,2.39976587649985,0,39.9473222124671,14.1639729650309
"36047017100","Census Tract 171; Kings County; New York",4271,751,158269,30748,3463,746,12,15,0,13,306,193,4271,751,4258,747,102,67,81.0817138843362,0.280964645282135,0,7.16459845469445,2.39549084077031
"36047017200","Census Tract 172; Kings County; New York",3098,583,127188,79303,1267,393,52,68,0,13,1197,357,3098,583,3097,583,65,54,40.8973531310523,1.67850225952227,0,38.6378308586185,2.09880529544721
"36047017400","Census Tract 174; Kings County; New York",2293,327,101701,20372,1110,319,0,13,0,13,995,256,2293,327,2293,327,255,161,48.4081988661143,0,0,43.3929350196249,11.1208024422154
"36047017500","Census Tract 175; Kings County; New York",0,13,NA,NA,0,13,0,13,0,13,0,13,0,13,0,13,0,13,NA,NA,NA,NA,NA
"36047017600","Census Tract 176; Kings County; New York",2428,407,102344,17695,1488,300,5,8,0,13,724,257,2428,407,2428,407,272,119,61.2850082372323,0.205930807248764,0,29.8187808896211,11.2026359143328
"36047017700","Census Tract 177; Kings County; New York",0,13,NA,NA,0,13,0,13,0,13,0,13,0,13,0,13,0,13,NA,NA,NA,NA,NA
"36047017800","Census Tract 178; Kings County; New York",2812,511,73417,22791,1204,259,30,31,0,13,1131,351,2812,511,2622,506,239,168,42.8165007112376,1.06685633001422,0,40.2204836415363,9.11517925247902
"36047017900","Census Tract 179; Kings County; New York",4119,664,110625,23903,1356,271,1313,220,70,110,343,187,4119,664,3814,664,932,478,32.9206117989803,31.8766690944404,1.69944161204176,8.32726389900461,24.4362873623492
"36047018000","Census Tract 180; Kings County; New York",3145,749,62637,9509,1694,688,0,13,44,72,890,243,3145,749,3130,751,388,204,53.8632750397456,0,1.39904610492846,28.2988871224165,12.3961661341853
