"name1","name2","street1","street2","city","state","zip","phone","intake1","intake2","intake1a","intake2a","service_code_info","latitude","longitude","GEOID","STATE","COUNTY","TRACT","BLOCK"
"New York City Childrens Center","Brooklyn Campus","1819 Bergen Street",NA,"Brooklyn","NY",11233,"718-613-3100","718-264-4934","718-613-3055",NA,NA,"SA MH SUMH * PHDT * PH * NRT NSC ANTPYCH * CBT CRT CFT DBT GT IDD IPT TELE AIM * STG * MD PI SI SMHA * GL CO TRMA PTSD SED * STU * MST LABT * PEER * TCC * SMON * CHLD YAD * AH * VAPN * AOT COOT DEC FPSY ICM PRS CM SPS ES",40.6784,-73.9211,"360470301003001","36","047","030100",3001
"New York City Childrens Center","Brooklyn Childrens Behav Health Clinic","1819 Bergen Street",NA,"Brooklyn","NY",11233,"718-613-3100","718-264-4697",NA,NA,NA,"SA MH * OP * OMH * NRT NSC ANTPYCH * CBT CRT CFT DBT GT IDD IPT TELE AIM * STG * MD PI SI SMHA * CO TRMA PTSD SED * STU * MST LABT * PEER * TCC * SMON * CHLD YAD * AH * VAPN * AOT COOT DEC FPSY PRS VRS CM SPS ES",40.6784,-73.9211,"360470301003001","36","047","030100",3001
"New York Psychotherapy Counseling Ctr","Bushwick Child/Family MH Center","102 Pilling Street",NA,"Brooklyn","NY",11207,"718-553-1100",NA,NA,NA,NA,"MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT IDD IPT TELE * PVTN * MC MD SI * TAY SE GL CO TRMA PTSD SED SMI * STU * MST LABT * TCC * SMPD * CHLD YAD ADLT SNR * AH SP FX * F4 F17 F19 F28 F36 F47 * VPPD * AOT COOT FPSY CM SPS",40.6705,-73.894,"360471158001003","36","047","115800",1003
"New York Psychotherapy Counseling Ctr","East NY Child Family MH Center","2857 Linden Boulevard",NA,"Brooklyn","NY",11208,"718-235-3100",NA,NA,NA,NA,"MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT IDD IPT TELE AIM * PVTN * MHC * MC MD SI * TAY SE GL CO DV TRMA PTSD SED SMI * STU * MST LABT * TCC * SMPD * CHLD YAD ADLT SNR * AH SP FX * F19 F28 * VPPD * AOT COOT FPSY CM SPS",40.6762,-73.8736,"360471196002003","36","047","119600",2003
"NYC Health and Hospital/Kings","KCHC/BH/Adult Inpatient Services","451 Clarkson Avenue","Building R","Brooklyn","NY",11203,"718-245-2751",NA,"718-245-2310",NA,NA,"SA MH SUMH * HI * IPSY * CHLOR FLUPH HALOP LOXAP PERPH ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON WI * LCCG * MC MD PI SF SI * PA SS * STU * HIVT STDT TBS MST LABT * PEER * TCC * SMON * YAD ADLT SNR * AH SP FX * F19 * VAPN * AOT COOT FPSY CM IPC SPS",40.6505,-73.9349,"360470860003000","36","047","086000",3000
"NYC Health and Hospital/Kings","KCHC/BH/Adult Outpatient Services","451 Clarkson Avenue","Building R","Brooklyn","NY",11203,"718-245-2704","718-245-2727",NA,NA,NA,"SA MH SUMH * OP * OMH * FLUPH HALOP ARIPI CLOZA PALIP RISPE NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON WI * LCCG * MC MD PI SF SI * PA SS * TAY PEFP SMI * STU * HIVT STDT TBS MST LABT * PEER * TCC * SMON * YAD ADLT SNR * AH SP FX * F4 F19 * VAPN * AOT COOT FPSY CM IPC SPS",40.6505,-73.9349,"360470860003000","36","047","086000",3000
"NYC/HHC Kings County Hospital Center","KCHC Child/Adolescent Psych IP Servs","451 Clarkson Avenue","Building R","Brooklyn","NY",11203,"718-245-2751",NA,NA,NA,NA,"MH SUMH * HI * IPSY * CHLOR FLUPH HALOP LOXAP PERPH ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT GT IDD IPT TELE AIM * CIT PEON WI * LCCG * MD PI SF SI SWFS * PA SS * SED * STU * HIVT STDT TBS MST LABT * PEER * TCC * SMON * CHLD YAD * AH SP FX * F19 * VAPN * AOT COOT FPSY CM IPC SPS",40.6505,-73.9349,"360470860003000","36","047","086000",3000
"NYC/HHC Kings County Hospital Center","Kings County Hospital CPEP","451 Clarkson Avenue","Building R","Brooklyn","NY",11203,"718-245-2310",NA,NA,NA,NA,"SA MH SUMH * HI OP * IPSY * CHLOR FLUPH HALOP LOXAP PERPH ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * LCCG * MC MD PI SF SI * PA SS * TAY SE CO SED SMI * STU * HIVT STDT TBS MST LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH SP FX * F19 * VAPN * AOT COOT FPSY CM IPC SPS",40.6505,-73.9349,"360470860003000","36","047","086000",3000
"NYC H/H Kings County Hospital Center","Partial Hospitalization Program KCHC","451 Clarkson Avenue","Building R","Brooklyn","NY",11203,"718-245-4956",NA,NA,NA,NA,"SA MH SUMH * OP PHDT * PH * FLUPH HALOP ARIPI CLOZA PALIP RISPE NRT NSC ANTPYCH * AT CBT CFT GT IDD IPT TELE AIM * CIT PEON WI * LCCG * MC MD PI SF SI * PA SS * SMI * STU * HIVT STDT TBS MST LABT * PEER * TCC * SMON * YAD ADLT SNR * AH SP FX * F19 * VAPN * AOT COOT FPSY CM SPS",40.6505,-73.9349,"360470860003000","36","047","086000",3000
"NYU Langone Hospital/Brooklyn",NA,"150 55th Street","Suite 2950","Brooklyn","NY",11220,"718-630-7000","718-437-5210","718-630-7189",NA,NA,"SA MH SUMH * HI * IPSY * CHLOR DROPE FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT GT IDD IPT TELE * CIT PEON WI * PVTN * CLF MC MD MI OSF PI SF SI * STU * MST LABT * TCC * SMON * YAD ADLT SNR * AH SP FX * F4 F17 F31 F35 F42 F66 F70 F81 * VAPN * CDM COOT DEC FPSY IMR PRS VRS CM IPC SPS",40.6412,-74.0133,"360470102003000","36","047","010200",3000
"Ohel Kadimah Pros",NA,"1268 East 14th Street",NA,"Brooklyn","NY",11230,"718-686-3400",NA,NA,NA,NA,"MH SUMH * PHDT * PH * THIOR CLOZA OLANZ OLANZF RISPE NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT * PVTN * MC MD SF * SE CO TRMA PTSD SMI * STU * HS PEER * TCC * SMOP * YAD ADLT SNR * VAPP * COOT DEC FPSY ICM IMR PRS SEMP VRS CM IPC SPS ES",40.6225,-73.965,"360470456001003","36","047","045600",1003
"One Brooklyn Health System","Interfaith Medical Center","1545 Atlantic Avenue","Center for Mental Health","Brooklyn","NY",11213,"718-613-4462 x3","718-613-4486",NA,NA,NA,"SA MH SUMH * HI OP * OMH * CHLOR FLUPH HALOP PERPH ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT GT IDD IPT TELE AIM * CIT PEON WI * PVTN * MC MD MI PI SF SI * SS * TAY SE GL CO HV DV TRMA PEFP PTSD SED SMI * STU * MST LABT * TCC * SMON * CHLD YAD ADLT SNR * AH SP FX * F4 F19 F25 F28 * VAPN * CDM FPSY IPC SPS",40.67,-73.9367,"360470337012000","36","047","033701",2000
"Pesach Tikvah Hope Development Inc",NA,"4111 18th Avenue",NA,"Brooklyn","NY",11218,"718-875-6900",NA,NA,NA,NA,"MH SUMH * OP * OMH * CHLOR HALOP ARIPI CARIP CLOZA LURAS OLANZ OLANZF QUETI RISPE ANTPYCH * PVTN * MD SF * TAY SE TRMA PTSD SED SMI * STU * TCC * SMON * CHLD YAD ADLT SNR * VAPN * COOT FPSY",40.6424,-73.9758,"360470494003001","36","047","049400",3001
"Pesach Tikvah Hope Development Inc",NA,"5309 18th Avenue","4th Floor","Brooklyn","NY",11204,"718-705-5190",NA,NA,NA,NA,"MH SUMH * OP * OMH * CHLOR HALOP ARIPI CARIP CLOZA LURAS OLANZ OLANZF QUETI RISPE ANTPYCH * PVTN * MD SF * TAY SE TRMA PTSD SED SMI * STU * TCC * SMON * CHLD YAD ADLT SNR * VAPN * COOT FPSY",40.6179,-73.9856,"360470254003001","36","047","025400",3001
"Pesach Tikvah Hope Development Inc",NA,"640 Broadway",NA,"Brooklyn","NY",11206,"718-875-6900",NA,NA,NA,NA,"MH SUMH * OP * OMH * CHLOR HALOP ARIPI CARIP CLOZA LURAS OLANZ OLANZF QUETI RISPE ANTPYCH * PVTN * MD SF * TAY SE TRMA PTSD SED SMI * STU * TCC * SMON * CHLD YAD ADLT SNR * VAPN * COOT FPSY",40.7012,-73.9436,"360470507001011","36","047","050700",1011
"Pesach Tikvah Hope Development Inc","Pesach Tikvah Family Services Center","365 Willoughby Avenue","3rd Floor","Brooklyn","NY",11205,"718-875-6900 x1100",NA,NA,NA,NA,"MH SUMH * OP * OMH * CHLOR HALOP ARIPI CARIP CLOZA LURAS OLANZ OLANZF QUETI RISPE ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * PVTN * MD PI SF SI SMHA VAF * TAY SE TRMA PTSD SED SMI * STU * PEER * TCC * SMON * CHLD YAD ADLT SNR * SP FX * F35 F70 * VAPN * COOT FPSY PRS VRS CM",40.6924,-73.9666,"360470195001000","36","047","019500",1000
"Puerto Rican Family Institute Inc","Brooklyn Mental Health Clinic","- - -",NA,"Brooklyn","NY",11206,"718-963-4430","212-229-6972 x1972",NA,NA,NA,"MH SUMH * OP * OMH * ARIPI CLOZA QUETI RISPE ANTPYCH * CBT CFT GT IPT TELE * CIT * PVTN * MC MD PI SF SI * TRMA * STU * PEER * TCC * SMPD * CHLD YAD ADLT * SP * VAPN * CM",40.7012,-73.9436,"360470507001011","36","047","050700",1011
"Services for the Underserved","Wellness Works Clinic","1125 Fulton Street","2nd Floor","Brooklyn","NY",11238,"347-226-9025",NA,"877-583-5336",NA,NA,"SA MH SUMH * OP * CBHC * CHLOR FLUPH HALOP ARIPI CLOZA OLANZ QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * CIT WI * PVTN * MC MD PI SF SI SMHA SWFS * CO PEFP SMI * STU * PEER * TCC * SMON * CHLD YAD ADLT SNR * SP FX * F70 * VAPN * AOT DEC FPSY PRS SEMP VRS CM SPS",40.679,-73.9644,"360470203001005","36","047","020300",1005
"South Beach Psychiatric Center","Bensonhurst OP Clinic","8620 18th Avenue",NA,"Brooklyn","NY",11214,"718-256-8818",NA,NA,NA,NA,"SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH TRIFL ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * STG * MC MD PI SF SI SMHA * SE CO TRMA SMI * STU * MST LABT * PEER * TCC * SMON * YAD ADLT SNR * AH SP FX * F17 F19 * VAPN * AOT FPSY PRS VRS SPS",40.6016,-73.9968,"360470290003001","36","047","029000",3001
"South Beach Psychiatric Center","Coney Island/Sheepshead Bay Clinic","626 Sheepshead Bay Road","3rd Floor, Room 300","Brooklyn","NY",11224,"718-946-2600",NA,NA,NA,NA,"SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH TRIFL ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * STG * MC MD PI SF SI SMHA * TAY SE CO TRMA PEFP SMI * STU * MST LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH SP FX * F70 * VAPN * AOT FPSY PRS VRS SPS",40.5767,-73.9884,"360470326005002","36","047","032600",5002
"South Beach Psychiatric Center","Mapleton Outpatient Clinic","1083 McDonald Avenue",NA,"Brooklyn","NY",11230,"718-421-7444",NA,NA,NA,NA,"SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH TRIFL ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * STG * MC MD PI SF SI SMHA * SE CO TRMA SMI * STU * MST LABT * PEER * TCC * SMON * YAD ADLT SNR * AH SP FX * F70 * VAPN * AOT FPSY PRS VRS SPS",40.6225,-73.965,"360470456001003","36","047","045600",1003
"Spanish Spk Elderly Council/RAICES Inc","Raices Casa Bienestar","460 Atlantic Avenue","1st Floor","Brooklyn","NY",11217,"718-222-1518 x213","718-222-1518",NA,NA,NA,"SA MH SUMH * OP * OMH * HALOP ARIPI CLOZA LURAS OLANZ QUETI RISPE ANTPYCH * CBT DBT GT IDD IPT TELE * PVTN * MC MD PI SF * SS * SE GL CJ CO HV TRMA PEFP PTSD SMI * STU * TCC * SMON * YAD ADLT SNR * SP FX * F28 * VAPN * CDM COOT DEC FPSY IMR CM IPC",40.6816,-73.9798,"360470129012001","36","047","012901",2001
"VA NY Harbor Healthcare System","Brooklyn Campus","800 Poly Place",NA,"Brooklyn","NY",11209,"718-836-6600","718-836-6600 x3715",NA,NA,NA,"SA MH SUMH * OP PHDT RES * VAHC * CHLOR FLUPH HALOP LOXAP PERPH TRIFL ARIPI CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON WI * FED VAMC * MI PI SF VAF * SE GL VET ADM CO HV TBI ALZ * STU * MST LABT * HS PEER * TCC * SMON * YAD ADLT SNR * VAPN * ACT COOT DEC FPSY ICM LAD PRS SEMP SH CM IPC SPS ES",40.6251,-74.0303,"360470062001001","36","047","006200",1001
"Willow Behavioral Health","Osier Health","1130 Bedford Avenue","Suite 1061","Brooklyn","NY",11216,"646-814-1530",NA,NA,NA,NA,"SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CRT CFT DBT EMDR IDD IPT TELE * CIT PEON WI * PVTP * MHC * MC MD MI PI PCF SF SI * PA * TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI ALZ PED PEFP PTSD SMI * STU * HS PEER * TCC * SMON * YAD ADLT SNR * AH SP NX FX * F4 F17 F19 F25 F28 F30 F31 F35 F36 F37 F42 F43 F47 F66 F67 F70 F81 F92 N24 N40 * VAPN * ACT COOT FPSY ICM SEMP CM IPC SPS ES",40.6794,-73.9496,"360470247001002","36","047","024700",1002
"Association to Benefit Children","Fast Break Echo Park","1841 Park Avenue",NA,"New York","NY",10035,"646-459-6165",NA,NA,NA,NA,"MH SUMH * OP * OMH * AT CBT CFT DBT GT IDD IPT TELE * CIT PEON PEOFF WI * PVTN * CMHG MD SF SI SMHA SWFS * TAY GL CJ DV TRMA PED PTSD SED * STU * PEER * TCC * SMON * CHLD YAD * AH SP FX * F4 F66 * VAPN * COOT FPSY CM SPS ES",40.8011,-73.9371,"360610194003000","36","061","019400",3000
"Association to Benefit Children","Fast Break The Bronx","1366 Inwood Avenue",NA,"New York","NY",10452,"646-459-6165",NA,NA,NA,NA,"MH SUMH * OP * OMH * AT CBT CFT DBT GT IDD IPT TELE * CIT PEON WI * PVTN * CMHG MD SF SI SMHA SWFS * TAY GL CJ DV TRMA PTSD SED * STU * PEER * TCC * SMON * CHLD YAD * AH SP FX * F66 * VAPN * COOT FPSY CM SPS ES",40.8376,-73.9216,"360050219001008","36","005","021900",1008
"Bailey House Inc","Outpatient Clinic","1751 Park Avenue","3rd Floor","New York","NY",10035,"718-277-0386","212-289-6008",NA,NA,NA,"SA MH SUMH * OP * OMH * NRT NSC ANTPYCH * CBT CFT IDD IPT TELE * PVTN * FQHC * MC MD PI SF SI * PA SS * SE GL VET CJ CO HV DV TRMA PTSD SMI * STU * TCC * SMON * YAD ADLT SNR * AH SP * VAPN * FPSY CM IPC SPS",40.8011,-73.9371,"360610194003000","36","061","019400",3000
"Blanton Peale Counseling Center","Blanton Peale Institute","7 West 30th Street","9th and 10th Floors","New York","NY",10001,"212-725-7850","212-725-7850 x119",NA,NA,NA,"MH * OP * OMH * ANTPYCH * CBT CFT EMDR IDD IPT TELE * PVTN * MC MD PI PCF SF * SS * TAY SE GL DV PTSD * SMON * CHLD YAD ADLT SNR * SP FX * F47 * VAPN * SPS",40.7484,-73.9967,"360610097001002","36","061","009700",1002
"Bridge Inc","Bridge Diane Goldberg PROS","248 West 108th Street",NA,"New York","NY",10025,"212-663-3000 x1329","212-663-3000 x1372",NA,NA,NA,"SA MH SUMH * OP * CMHC OMH * CHLOR FLUPH HALOP LOXAP PERPH ARIPI CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CRT DBT GT IDD IPT TELE AIM * PVTN * MC MD PI SF * TAY GL CO TRMA PTSD SMI * STU * HS PEER * TCC * SMPD * YAD ADLT SNR * VPPD * AOT COOT DEC FPSY LAD PRS SEMP VRS CM IPC SPS ES",40.7975,-73.9683,"360610187005000","36","061","018700",5000
"Bridge Inc","Mental Health Clinic","248 West 108th Street",NA,"New York","NY",10025,"212-663-3000 x1372",NA,NA,NA,NA,"SA MH SUMH * OP * CBHC * CHLOR FLUPH HALOP LOXAP PERPH ARIPI CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT DBT GT IDD IPT TELE * PVTN * MC MD PI * TAY CO TRMA PTSD SMI * STU * HS * TCC * SMPD * CHLD YAD ADLT SNR * VPPD * AOT COOT FPSY LAD PRS CM IPC SPS",40.7975,-73.9683,"360610187005000","36","061","018700",5000
"Center for Hearing and Communications",NA,"50 Broadway","6th Floor","New York","NY",10004,"917-305-7739",NA,"917-305-7700",NA,NA,"MH * OP * OMH * CHLOR FLUPH HALOP ARIPI CLOZA OLANZ OLANZF RISPE ANTPYCH * CBT CFT DBT GT IPT TELE * CIT * PVTN * MC MD OSF PI PCF SF SI SMHA * SS * TAY SE GL VET CJ HV DV TRMA TBI PED PTSD SMI * STU * TCC * SMOP * CHLD YAD ADLT SNR * AH * VAPP * COOT FPSY",40.7143,-74.006,"360610031002003","36","061","003100",2003
"Childrens Aid Society","Dunlevy Milbank Center","14-32 West 118th Street",NA,"New York","NY",10026,"212-369-8339",NA,"212-831-9829",NA,NA,"MH * OP * OMH * CBT IPT TELE * PVTN * MD SF SI SWFS * SS * TAY GL TRMA PTSD SED * STU * SMON * CHLD YAD * AH SP * VAPP * FPSY IPC SPS",40.8019,-73.9531,"360610218002002","36","061","021800",2002
"Community Access","East Village Access PROS","242 East 2nd Street",NA,"New York","NY",10009,"212-780-9008 x7204","212-780-9008 x7219",NA,NA,NA,"SA MH SUMH * OP PHDT * OMH * NSC ANTPYCH * AT CBT DBT GT IDD TELE * PVTN * MC MD SMHA * CO TRMA PTSD SMI * STU * MST LABT * PEER * TCC * SMOP * YAD ADLT SNR * VAPP * FPSY PRS SEMP VRS SPS",40.7262,-73.9796,"360610028003001","36","061","002800",3001
"Community Counseling Mediation Inc","Manhattan Clinic","15 West 39th Street","2nd Floor","New York","NY",10018,"212-564-6006","718-802-0666",NA,NA,NA,"SA MH SUMH * OP * OMH * HALOP ARIPI OLANZ QUETI RISPE NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT * CIT * PVTN * MC MD PI SF * TAY SE GL VET CJ CO HV DV TRMA TBI PEFP PTSD SED SMI * STU * TCC * SMOP * CHLD YAD ADLT SNR * SP FX * F17 * VAPP * COOT CM SPS",40.7547,-73.9925,"360610111001000","36","061","011100",1000
"Cylar House Behavioral Health Clinic","Housing Works Mental Health Clinic","326 West 48th Street","1st Floor","New York","NY",10036,"718-277-0386","718-277-0386 x4217",NA,NA,NA,"SA MH SUMH * OP * OMH * NRT NSC ANTPYCH * CBT CFT IDD IPT TELE * PVTN * FQHC * MC MD PI SF SI * PA SS * SE GL VET CJ CO HV DV TRMA PTSD SMI * STU * TCC * SMON * YAD ADLT SNR * AH * VAPN * FPSY CM IPC SPS",40.7597,-73.9918,"360610121021000","36","061","012102",1000
"FAIR",NA,"1090 Saint Nicholas Avenue","Upper Level","New York","NY",10032,"646-992-3357","212-543-4445",NA,NA,NA,"SA MH * OP * NRT NSC * CBT CFT DBT GT IDD IPT TELE * PVTN * MC MD PI SF SI * SS * SE CO PTSD SMI * STU * PEER * TCC * SMON * CHLD YAD ADLT SNR * SP * VAPN * COOT FPSY IMR PRS CM SPS",40.8382,-73.942,"360610245002001","36","061","024500",2001
"Fast Break 115th",NA,"158 East 115th Street",NA,"New York","NY",10029,"646-459-6161",NA,NA,NA,NA,"MH SUMH * OP * OMH * AT CBT CFT DBT GT IDD IPT TELE * CIT PEON PEOFF WI * PVTN * CMHG MD SF SI SMHA SWFS * TAY GL CJ DV TRMA PED PTSD SED * STU * PEER * TCC * SMON * CHLD YAD * AH SP FX * F35 F66 * VAPN * COOT FPSY CM SPS ES",40.7918,-73.9447,"360610172004001","36","061","017200",4001
"Graham Windham","Manhattan Mental Health Center","274 West 145th Street","2nd Floor","New York","NY",10039,"212-368-4100",NA,NA,NA,NA,"MH * OP * OMH * CBT CFT GT IPT TELE * PVTN * MD * TAY TRMA PTSD SED * SMOP * CHLD YAD * SP * VAPP * FPSY TPC",40.8265,-73.9383,"360610236001003","36","061","023600",1003
"Greenwich House Inc","The Center for Resiliency and Wellness","27 Barrow Street","3rd Floor","New York","NY",10014,"212-242-4140 x251",NA,"212-242-4140 x249",NA,NA,"SA MH SUMH * OP * OMH * PERPH ARIPI QUETI ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE AIM * WI * PVTN * MHC * CLF MC MD PI SF * SS * TAY SE GL VET CO HV DV TRMA PED PTSD SED SMI * STU * TCC * SMPD * CHLD YAD ADLT SNR * SP FX * F17 F28 F35 F70 * VPPD * FPSY CM SPS",40.7339,-74.0054,"360610073001002","36","061","007300",1002
"Hudson Guild Counseling Service",NA,"441 West 26th Street",NA,"New York","NY",10001,"212-760-9822",NA,NA,NA,NA,"MH SUMH * OP * OMH * ARIPI RISPE ANTPYCH * CBT DBT IPT TELE * PVTN * MC MD PI SF SI * STU * TCC * SMON * CHLD YAD ADLT SNR * SP * VAPN * FPSY",40.7484,-73.9967,"360610097001002","36","061","009700",1002
"Karen Horney Clinic Inc",NA,"329 East 62nd Street",NA,"New York","NY",10065,"212-838-4333","212-838-4333 x137",NA,NA,NA,"SA MH SUMH * OP * OMH * PERPH ARIPI BREXP OLANZ OLANZF QUETI RISPE ZIPRA NRT NSC ANTPYCH * IPT TELE * PVTN * MC MD PI SF SI * TAY SE GL CO HV TRMA PTSD * STU * TCC * SMON * CHLD YAD ADLT SNR * FX * F17 F28 * VAPN * SPS",40.7651,-73.9638,"360610118008000","36","061","011800",8000
"Lighthouse Guild Behavioral Health","JGB MH and MR Services","250 West 64 Street",NA,"New York","NY",10023,"212-769-7800",NA,NA,NA,NA,"MH SUMH * OP * OMH * CHLOR FLUPH HALOP PERPH THIOT THIOR TRIFL ARIPI ASENA CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * PVTN * MC MD OSF PI PCF SF * SE TBI * STU * MST LABT * TCC * SMON * YAD ADLT SNR * SP * VAPN * CDM FPSY IPC",40.7764,-73.9827,"360610153025000","36","061","015302",5000
"Lower Eastside Service Center","Continuing Day Treatment Program","46 East Broadway","2nd Floor","New York","NY",10002,"212-343-3520",NA,"212-343-3563",NA,NA,"MH * OP * OMH * ANTPYCH * AT CBT CFT GT IPT TELE * PEON * PVTN * MC MD PI SF * SS * SMI * STU * MST LABT * TCC * SMON * YAD ADLT SNR * VAPN * DEC FPSY ICM PRS CM SPS",40.7152,-73.9877,"360610014011000","36","061","001401",1000
"Lower Eastside Service Center","Dual Recovery Services","46 East Broadway","6th Floor","New York","NY",10002,"212-343-3520",NA,"212-343-3522",NA,NA,"SA MH * OP * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT ANTPYCH * CBT GT IDD IPT TELE * PVTN * MD SF * PA SS * CO * STU * PEER * TCC * SMON * YAD ADLT SNR * VAPN * COOT SPS",40.7152,-73.9877,"360610014011000","36","061","001401",1000
"Metropolitan Center for Mental Health",NA,"160 West 86th Street",NA,"New York","NY",10024,"212-362-8755","646-992-3357",NA,NA,NA,"MH SUMH * OP * OMH * ARIPI BREXP CARIP LURAS OLANZ QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT GT IDD IPT TELE * PVTN * MC MD PI SF * SS * TAY SE TRMA SED SMI * SMON * CHLD YAD ADLT SNR * SP FX * F28 * VAPN * FPSY SPS",40.7864,-73.9764,"360610171002000","36","061","017100",2000
"Metropolitan Center for Mental Health",NA,"1090 Saint Nicholas Avenue",NA,"New York","NY",10032,"212-543-0777","646-992-3357",NA,NA,NA,"MH SUMH * OP * OMH * ARIPI BREXP CARIP LURAS OLANZ QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT GT IDD IPT TELE * PVTN * MC MD PI SF * SS * TAY SE TRMA SED SMI * SMON * CHLD YAD ADLT SNR * SP FX * F28 * VAPN * FPSY SPS",40.8382,-73.942,"360610245002001","36","061","024500",2001
"Metropolitan Center for Mental Health",NA,"336 Central Park West",NA,"New York","NY",10025,"212-864-3666","646-992-3357",NA,NA,NA,"MH SUMH * OP * OMH * ARIPI BREXP CARIP LURAS OLANZ QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT GT IDD IPT TELE * PVTN * CMHG MC MD PI SF VAF * SS * TAY SE TRMA SED SMI * SMON * CHLD YAD ADLT SNR * SP FX * F28 * VAPN * FPSY SPS",40.7975,-73.9683,"360610187005000","36","061","018700",5000
"Metropolitan Hospital Center","Psychiatric Services","1901 1st Avenue","Room 4M3","New York","NY",10029,"212-423-7155","212-423-6262",NA,NA,NA,"MH SUMH * HI OP * OMH * CHLOR HALOP PERPH TRIFL ARIPI ASENA BREXP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CFT DBT GT IPT TELE * PEON WI * STG * CLF ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * PA SS * TAY SE GL VET ADM MF CJ CO HV TRMA TBI ALZ PED PTSD SED SMI * STU * HIVT STDT TBS MST LABT * HS PEER * TCC * SMON * CHLD YAD ADLT SNR * AH SP FX * F4 F17 F19 F25 F28 F35 F36 F47 F70 * VAPN * ACT AOT CDM COOT FPSY LAD PRS SEMP SH VRS IPC SPS",40.7918,-73.9447,"360610172004001","36","061","017200",4001
